a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
1,,23111,48900,SUBVENCION PROYECTOS COOPERACION,,,76000.0,76000.0,76000.0,76000.0,76000.0,,45000.0,0.0
1,,23990,44900,LIMPIEZA EDIFICIO CAF,,,9000.0,19000.0,19000.0,19000.0,11955.73,,10579.39,0.0
1,,23990,44901,GESTION CENTRO ATENCION FAMILIAS,,,407000.0,91400.0,92000.0,92000.0,91908.09,,54657.95,-600.0
1,,24190,47900,FOMENTO DE EMPLEO,,,100000.0,187497.76,134712.97,134712.97,134712.97,,91561.23,52784.79
1,,31210,44900,LIMPIEZA CONSULTORIO MEDICO,,,18500.0,18500.0,18500.0,18500.0,18453.71,,16104.91,0.0
1,,32000,48000,CONVEN.Y BECAS COLABOR. UNIVERSIDADES,,,20000.0,20000.0,0.0,0.0,0.0,,0.0,20000.0
1,,32310,44900,TRANSF.A ENCOMIENDA GESTION CENTROS 0-3,,,920000.0,920000.0,920000.0,920000.0,898870.77,,792334.98,0.0
1,,32310,48000,SUBVENCION AYUDAS CENTROS 0-3 FUERA VALL,,,40000.0,40000.0,17128.56,17128.56,17128.56,,810.05,22871.44
1,,32320,44900,LILMPIEZA COLEGIOS PUBLICOS SARRIGUREN,,,190000.0,190000.0,190000.0,190000.0,169310.63,,150155.12,0.0
1,,32320,48200,SUBVENCION ACTIV C.P. HERMANAS URIZ PI,,,20000.0,20000.0,10687.32,10687.32,10687.32,,10687.32,9312.68
1,,32320,48900,SUBVENC ACTIV APYMA CP HERMANAS URIZ PI,,,7000.0,7000.0,7000.0,7000.0,7000.0,,7000.0,0.0
1,,32321,48200,SUBVENCION ACTIVID.C.P. JOAKIN LIZARRAGA,,,17500.0,17500.0,11302.76,11302.76,11302.76,,11302.76,6197.24
1,,32321,48900,SUBV.ACTIV. APYMA C.P. JOAKIN LIZARRAGA,,,7000.0,7000.0,7000.0,7000.0,7000.0,,7000.0,0.0
1,,32610,44900,LIMPIEZA ESCUELA MUSICA,,,14000.0,14000.0,14000.0,14000.0,13374.93,,12187.63,0.0
1,,33210,44900,LIMPIEZA BIBLIOTECA SARRIGUREN,,,0.0,0.0,5000.0,5000.0,3831.42,,3184.8,-5000.0
1,,33400,46800,SUBVENCIONES INICIATIVAS CULTURALES CONC,,,5000.0,5000.0,2252.4,2252.4,2252.4,,0.0,2747.6
1,,33400,48900,CONVENIO CON ASOCIACION DE TEATRO,,,1000.0,1000.0,0.0,0.0,0.0,,0.0,1000.0
1,,33401,48200,SUBVENCIONES A ASOCIACIONES CULTURALES,,,12000.0,12000.0,4738.77,4738.77,4738.77,,748.16,7261.23
1,,33402,48200,CONVENIO OLENTZERO,,,3000.0,3000.0,2666.04,2666.04,2666.04,,0.0,333.96
1,,33403,48200,CONVENIO COLABORACION MUSEO OTEIZA,,,15000.0,15000.0,15000.0,15000.0,15000.0,,15000.0,0.0
1,,33404,48200,CONVENIO CORO ADULTOS,,,5000.0,5000.0,5000.0,5000.0,5000.0,,5000.0,0.0
1,,33500,46220,CONVENIOS DE COLABORACION EUSKERA,,,1500.0,1500.0,269.27,269.27,269.27,,269.27,1230.73
1,,33500,48000,AYUDAS AL APRENDIZAJE EUSKERA,,,5000.0,5000.0,1087.56,1087.56,1087.56,,1087.56,3912.44
1,,33500,48900,SUBVENCION EUSKERA,,,1700.0,1700.0,1500.0,1500.0,1500.0,,1500.0,200.0
1,,33800,46800,SUBVENCIONES A CONCEJOS PARA FIESTAS,,,58000.0,58000.0,57202.65,57202.65,57202.65,,52118.25,797.35
1,,33801,46800,FIESTAS ERRIPAGAÑA,,,4000.0,4000.0,2400.0,2400.0,2400.0,,2400.0,1600.0
1,,34100,44900,LIMPIEZA VESTUARIOS PORTATILES COLEGIO,,,0.0,0.0,3073.2,3073.2,1869.69,,1065.22,-3073.2
1,,34100,47900,SUBV.VUELTA CICLISTA P.VASCO (EHITZULIA),,,0.0,21175.0,17500.0,17500.0,17500.0,,17500.0,3675.0
1,,34100,48200,SUBVENCION  ESCUELAS DEPORTIVAS MUNICIPA,,,75000.0,69000.0,61636.35,61636.35,61636.35,,61636.35,7363.65
1,,34100,48900,AYUDAS DESTINADAS AL DEPORTE FEDERADO,,,38000.0,38000.0,34742.83,34742.83,34742.83,,33507.83,3257.17
1,,34101,48200,AYUDA CAT.NACIONAL CLUB G.RITMICA ALAIA,,,5000.0,5000.0,5000.0,5000.0,5000.0,,5000.0,0.0
1,,34101,48900,AYUDA CTA.NACIONAL CLUB VALLE DE EGES,,,5000.0,5000.0,5000.0,5000.0,5000.0,,5000.0,0.0
1,,34102,48200,CONVENIO CLUB CICLISTA EGUESIBAR,,,2800.0,2800.0,2750.0,2750.0,2750.0,,2750.0,50.0
1,,34102,48900,AYUDA CAT.NACIONAL C.V.E. BALONCESTO,,,5000.0,5000.0,5000.0,5000.0,5000.0,,5000.0,0.0
1,,34103,48200,CONVENIO CLUB HIRUKI-VALLE EGUES,,,5400.0,5400.0,5400.0,5400.0,5400.0,,2700.0,0.0
1,,34104,48200,CONVENIO CLUB TIRO CON ARCO RUNA,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1,,34105,48200,CONVENIO CLUB GOLF CORRAIZ,,,2200.0,2200.0,2200.0,2200.0,2200.0,,2200.0,0.0
1,,34106,48200,CONVENIO CLUB LAKARRI VALLE TIRO ARCO,,,400.0,400.0,400.0,400.0,400.0,,200.0,0.0
1,,34107,48200,CONVENIO AC RUNNING,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1,,34108,48200,APORTACIONES FUNDACIONES- COLABORACIONES,,,3000.0,3000.0,2565.0,2565.0,2565.0,,2565.0,435.0
1,,34109,48200,CONVENIO ASOC. SARRIGUREN SOLIDARIA,,,2250.0,2250.0,742.81,742.81,742.81,,742.81,1507.19
1,,43300,44900,LIMPIEZA VIVERO EMPRESAS,,,4000.0,4000.0,4000.0,4000.0,3756.62,,3345.98,0.0
1,,43300,47900,APOYO A C.INNOVACION,,,25000.0,29000.0,30614.33,30614.33,30614.33,,30614.33,-1614.33
1,,43300,48900,SUBVENCION FOMENTO COMERCIO,,,2000.0,2000.0,0.0,0.0,0.0,,0.0,2000.0
1,,44110,46300,TRANSFERENCIA TRANSPORTE COMARCAL A MANC,,,260000.0,260000.0,257738.12,257738.12,257738.12,,257738.12,2261.88
1,,91201,48900,SUBVENCIONA A GRUPOS POLITICOS MUNICIPAL,,,41000.0,41000.0,40872.0,40872.0,40872.0,,40872.0,128.0
1,,92000,44900,LIMPIEZA EDIFICIO CASA CONSISTORIAL,,,46500.0,54000.0,54000.0,54000.0,53904.75,,48172.96,0.0
1,,92000,45000,GASTOS INFOLOCAL,,,22700.0,22700.0,22655.0,22655.0,22655.0,,22655.0,45.0
1,,92000,48200,TRANSFERENCIAS A F.N.M.C,,,7500.0,7500.0,7103.52,7103.52,7103.52,,7103.52,396.48
1,,92400,45300,CONVENIO COLABORACION UPNA-OBSERVATORIO,,,20000.0,0.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,4,TRANSFERENCIAS CORRIENTES.,,,,2735950.0,2532422.76,2359330.64,2359330.64,2305922.51,,1999953.03,173092.12
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,13210,62300,EQUIPAMIENTO POLICIA,,,3000.0,3000.0,5486.58,5486.58,5486.58,,1464.2,-2486.58
1,,13210,62400,COMPRA VEHICULOS ELECTRICOS POLICIA,,,0.0,8000.0,0.0,0.0,0.0,,0.0,8000.0
1,,13210,62900,CONEXION FIBRA OPTI. V.VIGILANCIA AV EU,,,0.0,0.0,3623.07,3623.07,3623.07,,3623.07,-3623.07
1,,13400,60900,MEJORAS SEGURIDAD VIAL Y MOVILIDAD VALLE,,,0.0,100000.0,100712.68,726.0,726.0,,726.0,-712.68
1,,15100,60000,URBANIZACION PARCELA PSIS SALESIANOS,,,0.0,0.0,873.62,873.62,873.62,,873.62,-873.62
1,,15100,60900,PASOS PEATONALES C.INNOVACION,,,40000.0,40000.0,0.0,0.0,0.0,,0.0,40000.0
1,,15100,64000,PLAN URBANISTICO MUNICIPAL,,,20000.0,100000.0,0.0,0.0,0.0,,0.0,100000.0
1,,15101,60000,IVA EN PERMUTA CUBOS CON NASUVINSA,,,0.0,15000.0,863.02,863.02,863.02,,0.0,14136.98
1,,15101,60900,OBRAS MENORES CONCEJOS Y OTRAS ACTUACION,,,103500.0,114367.12,210464.3,173559.3,153787.69,,147109.88,-96097.18
1,,15102,60900,MOBILIARIO URBANO Y SEÑALIZACIONES,,,30000.0,110000.0,140894.3,132333.55,132333.55,,44312.79,-30894.3
1,,15103,60900,PARQUES INFANTILES FINANCIADO FLD,,,45000.0,45000.0,22301.76,22301.76,3932.5,,3932.5,22698.24
1,,15310,61900,CAMINO DE MUTILVA  A BADOSTAIN,,,0.0,85000.0,84942.0,0.0,0.0,,0.0,58.0
1,,15311,61900,ADECUACION CAMINOS,,,0.0,20000.0,8034.4,8034.4,8034.4,,8034.4,11965.6
1,,15320,60000,CARRIL BICI/BIDEGORRI ASARRIGUREN,,,0.0,220000.0,7018.0,7018.0,7018.0,,7018.0,212982.0
1,,15330,60900,ROTONDA AV REINO DE NAVARRA,,,0.0,157000.0,190332.83,166214.59,41419.23,,41419.23,-33332.83
1,,15330,61900,ELIMINAR ADOQUIN-CESPED EN OLAZ/GORRAIZ,,,0.0,155000.0,0.0,0.0,0.0,,0.0,155000.0
1,,16500,63900,INVERSION ALUMBRADO PUBLICO LEEDS EFICIE,,,0.0,1717758.35,1717758.35,1717758.35,889863.37,,414143.94,0.0
1,,16900,62300,COMPRA MAQUINA Y OTROS SERV MULT,,,15000.0,15000.0,2612.86,2612.86,2612.86,,2612.86,12387.14
1,,16900,62600,COMPRA TELEFONO SERV.MULTIPLES,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1,,17100,60000,ACTUACIONES ESPACIOS NATURALES VALLE DE,,,50000.0,50000.0,18601.14,18601.14,5801.14,,573.0,31398.86
1,,17100,60900,"ACTUACIONES PROYECTOS MEDIO AMBIENTE, FO",,,20000.0,20000.0,38695.57,38695.57,35653.09,,22210.84,-18695.57
1,,17100,62300,MAQUINARIA JARDINES,,,6000.0,6000.0,5046.47,5046.47,5046.47,,4659.27,953.53
1,,17100,62600,COMPRA ORDENADOR Y TFONO MOVIL JARDINES,,,0.0,0.0,772.62,772.62,772.62,,772.62,-772.62
1,,17102,63200,MEJORA HUERTOS ECOLOGICOS,,,5000.0,110000.0,100092.4,0.0,0.0,,0.0,9907.6
1,,17210,68900,ESTUDO FORMULA BIOMASA EN EDIF.PUBLICOS,,,10000.0,10000.0,6872.8,6872.8,0.0,,0.0,3127.2
1,,17220,68900,VOLUNTARIADO MEDIO AMBIENTE,,,2000.0,2000.0,0.0,0.0,0.0,,0.0,2000.0
1,,23110,62500,EQUIPAMIENTO ALMACEN ALIMENTARIO,,,3000.0,3000.0,1796.25,1796.25,1796.25,,1694.61,1203.75
1,,23110,62600,EQUIPOS INFORMATICOS Y OTROS SSB,,,2000.0,2000.0,2028.64,2028.64,2028.64,,2028.64,-28.64
1,,23910,64000,DIAGNOSTICO Y PLAN DE DIVERSIDAD,,,5000.0,5000.0,0.0,0.0,0.0,,0.0,5000.0
1,,23990,62600,COMPRA TELEFONO CAF,,,0.0,0.0,461.5,461.5,461.5,,461.5,-461.5
1,,23990,63200,MEJORAS VARIAS EDIFICIO CAF,,,0.0,40710.45,46199.21,46199.21,24555.79,,5488.76,-5488.76
1,,24190,62900,DESARROLLO PLAN ESTRATEGICO LOCAL,,,50000.0,53388.0,52740.07,52740.07,22490.07,,9734.08,647.93
1,,31210,63200,REFORMAS CONSULTORIO MEDICO,,,5000.0,16435.71,15568.91,15568.91,15568.91,,15568.91,866.8
1,,32310,62200,ADECUACION CENTRO 0-3 III SARRIGUREN,,,0.0,33000.0,68848.39,68839.48,45486.48,,42461.48,-35848.39
1,,32310,62700,PROYECTO ESCUELA INFANTIL 0-3 AÑOS,,,0.0,80000.0,56000.0,56000.0,0.0,,0.0,24000.0
1,,32310,62900,EQUIPAMIENTOS CENTROS 0-3,,,14000.0,29000.0,5707.92,5707.92,5707.92,,5651.29,23292.08
1,,32320,63200,INVERSIONES COLEGIOS PUBLICOS,,,15000.0,101479.38,115174.05,115174.05,111899.4,,104760.4,-13694.67
1,,32320,63210,CUBRIMIENTO ENTRES COLEGIO NUEVO/GIMNASI,,,0.0,65300.0,0.0,0.0,0.0,,0.0,65300.0
1,,32610,62900,COMPRA INSTRUMENTOS Y EQUIPOS TEC. ESC.,,,7500.0,7500.0,7470.29,7470.29,7470.29,,7050.27,29.71
1,,33210,62600,EQUIPAMIENTO NUEVA BIBLIOTECA SARRIGUREN,,,0.0,7000.0,6463.28,6463.28,6463.28,,6463.28,536.72
1,,33210,62900,LIBRO HERMANS URIZ PI,,,0.0,5000.0,5000.0,5000.0,5000.0,,0.0,0.0
1,,33210,63200,REFORMAS VARIAS BIBLIOTECA,,,0.0,35000.0,41531.48,38334.62,14111.78,,544.5,-6531.48
1,,33400,60900,EXHUMACION FUSILADOS ETXALAZ Y MONOLITOS,,,0.0,10601.78,0.0,0.0,0.0,,0.0,10601.78
1,,33400,62500,SILLAS IGLESIA PUEBLO VIEJO,,,0.0,0.0,3703.81,3703.81,3555.66,,0.0,-3703.81
1,,33400,62700,PROYECTO CASA CULTURA,,,0.0,280000.0,267410.0,0.0,0.0,,0.0,12590.0
1,,33400,62900,VESTUARIO GRUPO DANTZAS,,,0.0,0.0,1822.38,1822.38,1822.38,,1822.38,-1822.38
1,,33400,63700,DESARROLLO P.E. CASA CULTURA,,,2500.0,2500.0,0.0,0.0,0.0,,0.0,2500.0
1,,33400,64000,PLAN ESTRATEGICO CULTURA,,,0.0,19965.0,18150.0,18150.0,18150.0,,0.0,1815.0
1,,33400,68900,CAJAS EMBALAJE KILIKIS,,,0.0,0.0,1452.0,1452.0,1452.0,,1452.0,-1452.0
1,,33401,63200,REFORMA IGLESIA PUEBLO VIEJO SARRIGUREN,,,0.0,0.0,4897.76,4897.76,3234.55,,0.0,-4897.76
1,,33401,63700,DESARROLLO P.E. PUEBLO VIEJO,,,2500.0,2500.0,0.0,0.0,0.0,,0.0,2500.0
1,,33500,64000,DIAGNOSTICO CENSO DE EUSKALDUNES,,,0.0,21998.79,21998.79,21998.79,21998.79,,21998.79,0.0
1,,33701,63700,DIAGNOSTICO JUVENTUD,,,20000.0,20000.0,11131.5,11131.5,3394.05,,3394.05,8868.5
1,,34100,62200,NUEVO POLIDEPORTIVO,,,0.0,121968.0,121968.0,121968.0,60984.0,,0.0,0.0
1,,34100,63200,ELIMINAR PISTA TENIS CIUDAD DEPORTIVA SA,,,0.0,25000.0,12915.97,12915.97,12915.97,,0.0,12084.03
1,,34100,63201,REFORMAS INSTALACIONES DEPORTIVAS,,,0.0,0.0,7774.33,7774.33,7774.33,,0.0,-7774.33
1,,34100,63300,SUSTITUCION CUBIERTA PISCINAS OLAZ,,,0.0,398000.0,222000.0,15000.0,9000.0,,9000.0,176000.0
1,,34100,63900,CAMBIO CALDERA VESTUARIOS INST.DEP.OLAZ,,,0.0,0.0,5965.84,5965.84,5965.84,,5965.84,-5965.84
1,,44110,62900,INSTALACION PUNTOS RECARGA AUTOMOV ELECT,,,5000.0,15000.0,17303.0,15572.7,0.0,,0.0,-2303.0
1,,44110,64000,ESTUDIO TRANSPORTE PUBLICO,,,5000.0,5000.0,0.0,0.0,0.0,,0.0,5000.0
1,,44120,62400,COMPRA VEHICULOS ELECTRICOS(PRESTAMO),,,0.0,15000.0,5681.24,5681.24,5681.24,,0.0,9318.76
1,,49100,61900,WIFI PUEBLICA EQUIPAMIENTO EN VALLE,,,0.0,40000.0,40000.0,0.0,0.0,,0.0,0.0
1,,92000,62500,MOBILIARIO AYUNTAMIENTO,,,1800.0,1800.0,11981.51,11981.51,11981.51,,11813.44,-10181.51
1,,92000,62600,MODERNIZACION ADMINISTRACION,,,45000.0,50263.5,63453.75,63453.75,49477.81,,26039.97,-13190.25
1,,92000,62700,RED NELS AUDITORIA ENERGETICA,,,5800.0,5800.0,7018.0,7018.0,0.0,,0.0,-1218.0
1,,92000,62900,ACCIONES DE ACCESIBILIDAD UNIVERSAL,,,5000.0,70846.9,47419.07,47419.07,47419.07,,47419.07,23427.83
1,,92000,63200,REFORMAS CASA CONSISTORIAL,,,0.0,19195.73,21930.96,21930.96,11354.35,,11354.35,-2735.23
1,,92000,63700,ACTUALIZACION ARCHIVO,,,5000.0,5000.0,0.0,0.0,0.0,,0.0,5000.0
1,,92400,62900,PARTIDA PRESPUESTOS PARTICIPATIVOS,,,60000.0,60000.0,60000.0,49554.34,2389.75,,2389.75,0.0
1,,92400,64100,INVERSION  AREA TRANSPARENCIA Y PARTICIP,,,60000.0,60000.0,53480.4,18440.4,5069.9,,5069.9,6519.6
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,6,INVERSIONES REALES.,,,,668600.0,4837378.71,4120447.07,3201010.27,1844508.72,,1053113.48,716931.64
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Orgánico ,,1,AYUNTAMIENTO,,,,11507000.0,15900010.47,14512145.99,13592709.19,12002986.21,,10552097.07,1387864.48
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,15900010.47,14512145.99,13592709.19,12002986.21,,10552097.07,1387864.48
T O T A L   P R E S U P U E S T O :,,,,,,,11507000.0,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Fecha de impresión ,,43424.0,0.436539351852,,,,,,,,,,,Página -1 de 1
