#N. Registro,Fecha Reg.,Tipo,Tercero,Importe,IVA,Descripción
2017015424.0,2017-07-03,ADO1,BELEN ALVAREZ DISTRIBUCION Y GESTION DE  ,484.0,0.0,PRESENTACION CONCURSO DE CUENTOS
2017015425.0,2017-06-29,ADO1,SANCHOS S.L.  ,11.4,0.0,TINTA DE SELLAR BIBLIOTECA+7 TALONARIOS INFORME DE TRABAJO SM
2017015426.0,2017-06-30,ADO1,HUARTE GRAFICA S.A.L.  ,1496.77,0.0,"4 LETREROS NUEVA BIBLIOTECA+5500 CARTAS+5500 TRIPTICOS ""CIUDADES MAS NATURALES""                                         "
2017015427.0,2017-08-04,ADO1,LAVANDERIA BLANCO  ,143.19,0.0,"SERVICIO LAVANDERIA JARDINES JULIO-2017 40 CAMISETAS, 18PANTALONES Y 3 CHALECOS                                         "
2017015428.0,2017-08-07,ADO1,"CONFEIRUÑA, S.L.  ",20.64,0.0,GAFA  AHUMADA Y GAFA PANORAMICA. JARDINES
2017015429.0,2017-08-07,ADO1,SEAL SL  ,375.91,0.0,"REPARACION CORTACESPED SISTEMA CORTE, CAMBIAR ESCAPE Y REPARACION TRACTOR.                                              "
2017015430.0,2017-08-04,ADO1,IRAOLA-ARTETA S.L.  ,215.0,0.0,2 1/2 H. DESATASCAR TUBERIA Y LIMPIAR FOSA SEPTICA HUERTAS
2017015702.0,2017-08-17,ADO1,VIZCAY HNOS. S.A.  ,777.41,0.0,15 BOTE ASFALTO EN FRIO+TUBO SANEAMIENTO+MALLAZO+CEMENTO CAMINO TIRO ARCO
2017015703.0,2017-08-17,ADO1,BARRACHINA ALBERT EDUARDO,3448.5,0.0,REALIZACION 2ª PARTE VIDEO PAISAJE PROTEGIDO ELIA
2017015704.0,2017-08-17,ADO1,ALVECON S.L.  ,11.54,0.0,ALQUILER 300 PUNTALES ARREGLO CAMINO TIRO CON ARCO
2017015705.0,2017-08-17,ADO1,"GRUPO CETYA, S.A.  ",1375.26,0.0,216 TONELADAS MATERIAL RELLENO ARREGLO CAMINO TIRO ARCO
2017015706.0,2017-08-03,ADO1,BOBINADOS LABRIT S.L  ,234.74,0.0,REPARACION BOMBA PLUVIALES AYTO
2017015707.0,2017-08-11,ADO1,TALLERES COBOS AUTOMOCION S.L.  ,495.13,0.0,REPARACION HIDRAULICO Y RADIADORES BARREDORA
2017015708.0,2017-08-02,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,37.03,0.0,1 TICKET COMBUSTIBLE SM JULIO
2017015709.0,2017-08-01,ADO1,FERRETERIA BERRIAINZ  ,96.87,0.0,24 BOTES PINTURA NARANJA Y VERDE VUELTA PAMPLONA
2017015710.0,2017-08-04,ADO1,"REGENAUTO, S.A.  ",9.73,0.0,5 LT LAVAPARABRISAS
2017015711.0,2017-08-04,ADO1,ACUMULADORES NAVARRA SL  ,30.52,0.0,5 LT ACEITE VEHICULOS PM
2017015712.0,2017-08-14,ADO1,VODAFONE ONO S.A.  ,57.79,0.0,SERV ROUTER+PREMIUN 4MBPS BIBLIOTECA JULIO
2017015713.0,2017-06-30,ADO1,ALMACENES MURAZPI  ,97.28,0.0,100 PLATOS CARTON+2 ROLLOS PAPEL+6 TEMPERAS+200 CARTULINAS
2017015714.0,2017-08-17,ADO1,TAURO MOTOR CAR SL  ,163.64,0.0,REVISION 45000 KM TOYOTA
2017015715.0,2017-08-04,ADO1,CORREOS Y TELEGRAFOS  ,4073.52,0.0,SERVICIO CORREOS JULIO (INCLUYE VIALINE)
2017015716.0,2017-07-19,ADO1,GESERLOCAL SL  ,2778.36,0.0,GESTION COBROS EJECUTIVA 2º TRIMESTRE
2017015734.0,2017-08-04,ADO1,"LOARRE MENSAJEROS, S.L.U  (MRW)",92.75,0.0,SERVICIO MENSAJERIA JULIO
2017015735.0,2017-08-16,ADO1,IRIARTE ALONSO JORGE,217.8,0.0,6 MUPIS II CICLO MUSICANDO
2017015736.0,2017-08-10,ADO1,HUARTE GRAFICA S.A.L.  ,94.38,0.0,100 CARTELES A3 CICLO MUSICANDO
2017015802.0,2017-08-11,ADO1,"DISCOM REDES DE TELECOMUNICACION, S.L.  ",199.65,0.0,MANTENIMIENTO WIFI+CORTAFUEGOS NUEVA BIBLIOTECA JUN 17/JUN 18
2017015807.0,2017-08-21,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,5513.42,0.0,1 ORDENADOR BIBLIOTECARIA+4 ORD PUESTOS EXTERNOS+5 MONITOR+5 ANTIVIRUS+1 OFFICE+4 PROG SEGURIDAD
2017015809.0,2017-08-09,ADO1,M&INGENEIERIA Y MONTAJE NAVARRA SL  ,1452.0,0.0,10 BANDEROLAS+20 LONAS PUBLICIDAD AYTO
2017015812.0,2017-08-16,O1,EXTINIRUÑA S.L.  ,1053.94,0.0,CUOTA TRIMESTRAL REVISION INCENDIOS Y ALARMAS INC. NUEVA BIBLIOTECA
2017015814.0,2017-07-31,O1,SUMALIM S.A.  ,1731.51,0.0,2 CARTELES CON TEJADO A DOS AGUAS PUEBLO VIEJO Y ALJIBE
2017015815.0,2017-08-01,ADO1,"JANGARRIA,S.L.U.  ",1474.77,0.0,410 MENUS LUDOGUARDERIA 3-28/07/2017
2017015816.0,2017-08-14,O1,LARUMBE PASCUAL ENEKO,332.75,0.0,MANTENIMIENTO VIDEOVIGILANCIA 15/5-15/08
2017015817.0,2017-08-08,ADO1,TELETAXI SAN FERMIN  ,368.02,0.0,SERVICIOS TAXI BADOSTAIN JULIO (22V LABORAL Y 11V FINDE)
2017015818.0,2017-08-22,ADO1,"GARRALDA LARUMBE, ASCENSIONY MARGARITA  ",157.0,0.0,10 CENTROS MESA+3 RAMOS FLORES DIA DEL MAYOR
2017015821.0,2017-07-31,ADO1,ROTULOS LAVIN.  ,68.97,0.0,LONA100X210 PRESENTACION CLICK EGUESIBAR
2017015853.0,2017-08-22,O1,CRISTALERIA IRALDE SL  ,2343.1,0.0,ABRIR VENTANALES EN HALL DE AYUNTAMIENTO PARA VENTILACION POR HUMEDAD PLANTAS
2017015942.0,2017-08-22,O1,"ANTONIO ONECA, S.L.  ",2536.16,0.0,PERSIANA ELECTRICA ACCESO PASILLO CP LIZARRAGA
2017015943.0,2017-08-09,O1,ARBUNIES Y LEKUNBERRI ASOCIADOS SL  ,2359.5,0.0,1ª  PARTE ASISTENCIA TECNICA PLAN PARTICIPACION CIUDADANA
2017015944.0,2017-08-21,ADO1,"INGENIERIA Y URBANISMO, S.L.  ",726.0,0.0,MEMORIA TEC APARCAMIENTO VEHICULOS GARAJONAY/AV ESPAÑA
2017015945.0,2017-08-22,ADO1,MAESTU MARTINEZ LUIS JESUS,544.5,0.0,MEMORIA VALORADA CLIMATIZACION BIBLIOTECA OLAZ
2017015982.0,2017-08-09,ADO1,M2 MOTOR  ,423.2,0.0,SUSTIRUIR CARTER RENAULT KANGOO
2017015983.0,2017-08-22,ADO1,PUNTO XPRESS MANTENIMIENTO INTEGRAL DEL AUTOMOVIL SL ,36.3,0.0,DIAGNOSTICO SISTEMA ELECTRONICO DACIA
2017015984.0,2017-08-02,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,463.05,0.0,11 TICKET COMBUSTIBLE PM JULIO
2017015985.0,2017-08-03,ADO1,OROZ HNOS S.L.  ,308.55,0.0,REPARACION DESBROZADORA
2017015986.0,2017-08-02,ADO1,OROZ HNOS S.L.  ,279.51,0.0,60 CUCHILLAS DESBROZADORA
2017015988.0,2017-08-03,O1,NAVARRA DE SUELO Y VIVIENDA S.A.  ,9327.08,0.0,CONSUMO AGUA+COSTE FIJO TRIM. PARA LAGO 38260 MT CUBICOS
2017015989.0,2017-08-10,ADO1,ARRE MOTOR S.A.  ,66.83,0.0,ESPEJO LUNETA+TAPON JARDINES
2017015990.0,2017-08-01,O1,ELECTRICIDAD KESMA S.L.  ,3861.23,0.0,REPARACION  BOMBA LAGO RIEGO JARDINES
2017015993.0,2017-08-18,ADO1,IRAOLA-ARTETA S.L.  ,172.0,0.0,LIMPIEZA FOSA SEPTICA HUERTAS AGOSTO
2017015995.0,2017-08-10,O1,URBASER SA  ,14806.58,0.0,TRABAJOS MANTENIMIENTO ZONAS VERDES JULIO
2017015996.0,2017-08-02,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,381.38,0.0,9 TICKET COMBUSTIBLE JARDINES JULIO
2017015997.0,2017-08-22,ADO1,AUTOINTEGRAL MILAGROSA 2  ,285.56,0.0,ASIENTO DELANTERO IZQUIERDO NISSAN CABSTAR
2017015998.0,2017-08-22,ADO1,AUTOINTEGRAL MILAGROSA 2  ,194.59,0.0,CAMBIAR ACEITE DE MOTOR+CAMBIAR FILTRO DE AIRE NISSAN PRIMASTAR
2017015999.0,2017-08-22,ADO1,AUTOINTEGRAL MILAGROSA 2  ,567.44,0.0,REVISION+SUSTITUIR KIT FRENOS TRASEROS+PURGAR CIRCUITO MITSUBISHI L 200
2017016000.0,2017-08-22,ADO1,AUTOINTEGRAL MILAGROSA 2  ,89.54,0.0,REPARAR CONECTORES ASIENTO COPILOTO NISSAN TERRANO II
2017016001.0,2017-08-09,ADO1,GASOLEOS ARTAJONA SL  ,880.95,0.0,1007 LT GASOLEO JARDINES
2017016002.0,2017-08-01,O1,"DISCOM REDES DE TELECOMUNICACION, S.L.  ",10935.98,0.0,SUMINISTRO Y ASISTENCIA EQUIPAMIENTO RENOVACION RED LAN AYTO
2017016003.0,2017-08-16,ADO1,UNZUE E HIJOS S.L.  ,526.67,0.0,REPARAR DESBROZADORA+BOLSA ASPIRADORA+2 ROLLO NYLON+CARCASA
2017016004.0,2017-08-01,ADO1,"DISCOM REDES DE TELECOMUNICACION, S.L.  ",1911.8,0.0,MANTENIMIENTO ANUAL WIFI  AYUNTAMIENTO Y ACCESO REMOTO SEGURO
2017016005.0,2017-08-03,ADO1,DENDA BRICOLAJE S.L.  ,442.73,0.0,50 BOQUILLAS+50 TUBERIA+VALLA+CAJA CONEXION
2017016010.0,2017-07-24,O1,PAUMA SL  ,35067.91,0.0,GESTION CAF JULIO
2017016011.0,2017-08-22,ADO1,ROTULOS LAVIN.  ,248.35,0.0,1 LONA VUELTA PAMPLONA+1 LONA BIENVENIDA FIESTAS
2017016012.0,2017-08-16,ADO1,UNZUE E HIJOS S.L.  ,16.14,0.0,2 GAFAS DE PROTECCION ESP
2017016013.0,2017-08-08,ADO1,"ZUAZU 2001, S.L. (CARNICERIAS ZUAZU) ",630.55,0.0,280 KG POLLO BANCO ALIMENTOS
2017016014.0,2017-08-22,ADO1,SEGURIDAD SISTEMAS NAVARRA S.A.  ,130.68,0.0,PRUEBAS STREAMING  CON TELEDIFUSION RETRANSMISION PLENOS
2017016015.0,2017-08-11,ADO1,"JUPER IRU, S.L.  ",115.45,0.0,1 BOTA+2 CALCETINES+2 POLOS ESP
2017016016.0,2017-08-17,ADO1,HUARTE GRAFICA S.A.L.  ,94.38,0.0,100 CARTELES A3 VUELTA A PAMPLONA
2017016017.0,2017-08-04,ADO1,CANON COPIADORAS DE NAVARRA S.L.  ,385.36,0.0,7349 COPIAS B/N+5254 COLOR SSB 20/04-22/05 (FIN 388093-4308-189731-13017)
2017016018.0,2017-08-04,ADO1,CANON COPIADORAS DE NAVARRA S.L.  ,227.54,0.0,6152 COPIAS B/N+2525 COLOR SSB 22/05-22/06 (FIN 394138-4415-191811-13462)
2017016019.0,2017-08-18,ADO1,LA MANDUCA DE GORRAIZ  ,245.39,0.0,195 HUEVOS BANCO ALIMENTOS JUNIO
2017016020.0,2017-08-16,ADO1,MANTEROLA  ,1034.26,0.0,CHOCOLATADA 21 JUNIO FIESTA VERANO COLEGIOS
2017016032.0,2017-08-21,ADO1,ADAGIO SL  ,175.5,0.0,MICROFONO INALAMBRICO PARA EQUIPO SONIDO
2017016033.0,2017-08-22,ADO1,HISPANOFIL  ,93.05,0.0,700 BRIDAS VUELTA CICLISTA PAMPLONA
2017016034.0,2017-08-21,O1,"INGENIERIA Y URBANISMO, S.L.  ",7018.0,0.0,ESTUDIO ACTUACIONES CIRCULACION BICILETAS EN SARRIGUREN
2017016035.0,2017-08-22,ADO1,HISPANOFIL  ,163.87,0.0,10 INTERRUPTORES CP JOKIN LIZARRAGA
2017016042.0,2017-08-16,ADO1,MANTEROLA  ,1449.68,0.0,LUNCH PROTOCOLARIO CHUPINAZO SARRIGUREN
2017016043.0,2017-08-22,ADO1,CHOCARRO BUJANDA ESTELA,200.0,0.0,CHARLA SOBRE NOVELAS BIBLIOTECA OLAZ 25/04
2017016044.0,2017-08-11,ADO1,FUNDACION VARAZDIN  ,269.56,0.0,LIMPIEZA 3181 VASOS REUTILIZABLES PROPIEDAD AYTO FIESTAS SARRIGUREN
2017016627.0,2017-07-31,ADO1,"SIGNOS VIALES, S.L.  ",3533.36,0.0,CEBREADOS+PINTAR PLAZAR MINUSVALIDO+5 SEÑ RECTANG+5 CIRCULAR+TACOS DE PARADA C/BERROA(OLAZ) Y AVD OTEIZA
2017016647.0,2017-08-24,ADO1,GASOLEOS ARTAJONA SL  ,2880.7,0.0,2489 LT GASOLEO SM+813 LT JARDINES
2017016648.0,2017-08-24,ADO1,IRIGUIBEL DISTRIBUCIONES S.L.  ,60.48,0.0,30 PAQUETES BOLSAS NEGRAS SM
2017016649.0,2017-08-25,O1,PAUMA SL  ,35067.91,0.0,GESTION CAF AGOSTO
2017016650.0,2017-08-24,ADO1,FUNDACION VARAZDIN  ,195.22,0.0,LIMPIEZA 2221 VASOS REUTILIZABLES PROPIEDAD AYTO
2017016651.0,2017-08-24,O1,GONZALEZ SIERRA AMAYA,2389.75,0.0,REDACCIÓN PROYECTO REMODELACIÓN PATIO CP URIZ(5%S/EJECUCION MATERIAL)
2017016740.0,2017-08-24,ADO1,CONSTRUCCIONES JUAN BAUTISTA FLORES S.A.  ,62.82,0.0,REFACTURACION GASTOS ELECTRICIDAD 0-3 AÑOS 12/07-13/08
2017016741.0,2017-08-29,O1,"COMPAÑIA NAVARRA DE AUTOBUSES, S.A. CONDA ",4277.58,0.0,MANTENIMIENTO TRANSPORTE CONDA AGOSTO
2017016742.0,2017-08-28,ADO1,DUIN  ,50.0,0.0,RECOGIDA E INCINERACION GATO
2017016743.0,2017-08-21,ADO1,GAITEROS DE SARRIGUREN  ,210.0,0.0,ACTUACION SALIDA GIGANTES EN LAS FIESTAS DE BURLADA
2017016757.0,2017-08-30,ADO1,THE PHONE HOUSE SPAIN SLU  ,90.99,0.0,REPARAR PANTALLA MOVIL NUEVO Y FUNDA J. YOLDI JARDINES
2017016758.0,2017-08-30,ADO1,"DINAFAX, S.L.  ",147.34,0.0,13.530 COPIAS BN IMPRESORA PLANTA 1 (FIN 482.586) 28/06-18/08
2017016759.0,2017-08-30,O1,ASESORIA LABORAL RUIZ-PIQUER S.L.,1165.23,0.0,ASISTENCIA GESTION LABORAL Y SEGURIDAD SOCIAL JULIO
2017016760.0,2017-08-21,ADO1,AXA SEGUROS GENERALES  ,1921.3,0.0,SEGURO ACCIDENTES TRABAJADORES 01/07/2017 A 01/07/2018
2017016763.0,2017-08-21,ADO1,AXA SEGUROS GENERALES  ,1238.96,0.0,SEGURO ACCIDENTES  CORPORATIVOS  01/07/2017 A 01/07/2018
2017016766.0,2017-08-29,ADO1,M2 MOTOR  ,161.87,0.0,SUSTITUIR CONMUTADOR FIAT DUCATO SM
2017016770.0,2017-08-29,ADO1,HUMICLIMA NORTE S.A.  ,437.5,91.88,MANTENIMIENTO CALEFACCION BAR PISCINAS 3º TRIMESTRE
2017016772.0,2017-08-25,ADO1,NAVAR PRODUCCIONES  ,242.0,0.0,1 HINCHABLE FIESTAS USTARROZ
2017016773.0,2017-08-25,ADO1,GESMAR SERVICIOS CULTURALES S.L.  ,532.4,0.0,"ACTUACION ""PAMPLONA XXI"" INAGURACION BIBLIOTECA                                                                         "
2017016778.0,2017-08-29,O1,LIMUTAXI S.L.  ,330.0,0.0,SERVICIO VOY Y VENGO FIESTAS DE AOIZ
2017016780.0,2017-08-29,O1,LIMUTAXI S.L.  ,374.0,0.0,SERVICIO VOY Y VENGO FIESTAS DE ESTELLA
2017016858.0,2017-08-30,ADO1,MUSICOS UNIDOS SIGLO XXI  ,800.0,0.0,ACTUACION JORGE SANCHEZ Y GRUPO IDENTIDAD CICLO MUSICANDO
2017016859.0,2017-07-11,ADO1,ASOCIACION DE GESTION DE DERECHOS INTELECTUALES ,9.06,0.0,DERECHOS INTELECTUALES DJ FIESTAS EGUES
2017016860.0,2017-06-21,ADO1,ASOCIACION DE GESTION DE DERECHOS INTELECTUALES ,40.84,0.0,DERECHOS INTELECTUALES DJ FIESTAS SARRIGUREN 10/06
2017016861.0,2017-06-21,ADO1,ASOCIACION DE GESTION DE DERECHOS INTELECTUALES ,9.06,0.0,DERECHOS INTELECTUALES DJ FIESTAS SARRIGUREN 09/06
2017016862.0,2017-08-08,ADO1,SOCIEDAD GENERAL DE AUTORES Y EDITORES  ,49.11,0.0,DERECHOS INTELECTUALES REPRESENTACION TEATRO 21/5 EN IBIRICU
2017016863.0,2017-08-08,ADO1,SOCIEDAD GENERAL DE AUTORES Y EDITORES  ,49.11,0.0,DERECHOS INTELECTUALES REPRESENTACION TEATRO 05-03 EN MARISTAS
2017017145.0,2017-09-04,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,159.34,0.0,7 TICKES COMBUSTIBLE SM AGOSTO
2017017146.0,2017-09-02,ADO1,HISPANOFIL  ,154.84,0.0,2100 BRIDAS CARPAS FIESTAS
2017017147.0,2017-09-02,ADO1,HISPANOFIL  ,8.94,0.0,2 LAMPARAS DESPACHO ALCALDIA
2017017148.0,2017-09-04,ADO1,REVISIONES DE NAVARRA S.A.  ,37.15,0.0,ITV FIAT DUCATO SM
2017017149.0,2017-09-01,ADO1,EMAGIN EMAKUMEAREN INGURUKO IKERKUNTZA SUSTATZEKO ELKARTEA ,900.0,0.0,ESPACIO INFORMACION VIOLENCIA SEXISTA (SAGASETA-BADOSTAIN-IBIRICU 3 H. C/U)
2017017150.0,2017-08-30,O1,LIMUTAXI S.L.  ,220.0,0.0,SERVICIO VOY Y VENGO FIESTAS DE BADOSTAIN
2017017151.0,2017-08-30,O1,LIMUTAXI S.L.  ,374.0,0.0,SERVICIO VOY Y VENGO FIESTAS DE TAFALLA
2017017152.0,2017-09-01,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,168.53,0.0,1 IMPRESORA MULTIFUNCION DESPACHO A. ABAURREA
2017017153.0,2017-08-30,ADO1,EXTINIRUÑA S.L.  ,12.63,0.0,CAMBIO PILAS SISTEMA SEGURIDAD CAF
2017017155.0,2017-09-04,ADO1,"JUPER IRU, S.L.  ",97.04,0.0,BOTA+POLO+PANTALON ESP
2017017157.0,2017-09-04,ADO1,DUIN  ,120.0,0.0,RECOGIDA CON PLUS FESTIVIDAD E INCINERACION GATO 03/09
2017017158.0,2017-09-01,ADO1,FERRETERIA BERRIAINZ  ,112.49,0.0,CANDADO NUEVA BIBLIOTECA+CEPILLO BORRAR PINTADAS+6 ABRAZADERA BARREDORA+SOPLETE
2017017159.0,2017-09-04,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,399.15,0.0,9 TICKES COMBUSTIBLE PM AGOSTO
2017017160.0,2017-08-31,O1,FONSECA BUS SL  ,4345.0,0.0,BUS PARA CAMPAMENTO EGULBATI 28D 55 PLAZAS
2017017161.0,2017-09-05,ADO1,JOYFER  ,518.58,0.0,7 PLACAS OFICINA VIVERO EMPRESAS
2017017166.0,2017-09-06,ADO1,EGEA OLANO JESUS MARIA,270.02,0.0,2 RUEDAS NUEVAS TOYOTA PM
2017017167.0,2017-09-06,O1,IRIBARREN CIGANDA GORKA,3702.6,0.0,90 H EXCAVADORA ELTZABURU-EGUES LIMPIEZA CUNETAS+MALEZA+PASOS HORMIGON+ABRIR PASOS AGUA+NIVELAR PISTA
2017017168.0,2017-08-30,ADO1,EXTINIRUÑA S.L.  ,99.26,0.0,CAMBIAR BATERÍAS CENTRAL DE INCENDIOS+REVISAR DETECTORES NAVE JARDINES
2017017169.0,2017-09-04,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,302.23,0.0,8 TICKES COMBUSTIBLE JARDINES AGOSTO
2017017170.0,2017-09-04,ADO1,VALENZUELA HNOS.  ,58.14,0.0,10 CONEXION ESTANCA+SOLENOIDE
2017017171.0,2017-09-02,ADO1,SERVICIOS DE LA COMARCA DE PAMPLONA  ,1025.97,0.0,TRANSPORTE COMPOST O RECEBO AGOSTO
2017017172.0,2017-09-01,O1,ADAXKA S.L.  ,1394.53,0.0,ASISTENCIA TECNICA HUERTOS ECOLOGICOS AGOSTO
2017017173.0,2017-09-01,ADO1,OROZ HNOS S.L.  ,277.3,0.0,PUERTA CRISTAL+GOMA TRACTOR JARDINES
2017017174.0,2017-08-31,ADO1,"CONSULTORIA NAVARRA DE TELECOMUNICACIONE S, S.L. CONATEL",110.84,0.0,CENTRALITA ALARMA E INCENDIOS ESC INFANTIL SARRIGUREN
2017017175.0,2017-09-06,ADO1,IRAOLA-ARTETA S.L.,129.0,0.0,LIMPIEZA FOSA SEPTICA HUERTAS SEPTIEMBRE
2017017176.0,2017-09-01,ADO1,UNZUE E HIJOS S.L.  ,137.94,0.0,ARREGLO CABEZAL DESBROZADORA+2 ROLLO NYLON+ESCOBA+PROTECTOR OIDOS
2017017177.0,2017-09-05,ADO1,GOLOSINAS SAGASTI S.L.  ,70.14,0.0,CHUCHERIAS CHUPINAZO GORRAIZ
2017017178.0,2017-08-31,ADO1,RODRIGUEZ MARTINEZ ERNESTO,920.0,0.0,CONCIERTO NOISALIVE CICLO MUSICANDO
2017017180.0,2017-09-06,ADO1,CARMEN Y RAUL ECHARTE VIANA  ,75.0,0.0,PLACA HOMENAJE PM LACALLE JUEGOS OLIMPICOS POLICIAS Y BOMBEROS
2017017185.0,2017-09-05,ADO1,TOLDOS Y TAPICERIA URCA S.L.  ,217.8,0.0,REPARAR 4 HORAS EN CARPAS
2017017186.0,2017-09-05,ADO1,TOLDOS Y TAPICERIA URCA S.L.  ,407.97,0.0,REPARACION LONAS CARPA
2017017187.0,2017-09-05,ADO1,LARUMBE PASCUAL ENEKO,1476.44,0.0,REPARACION URGENTE ANTENA TV GORRAIZ CBIO TRANSMISOR OPTICO ALCAD
2017017188.0,2017-09-06,ADO1,"REGENAUTO, S.A.  ",352.65,0.0,BATERIA CAMION JARDINES+FILTROS+LAMPARAS+ARRANQUE FORD SM
2017017191.0,2017-09-06,ADO1,IRIBARREN CIGANDA GORKA,2923.36,0.0,"75,5 HORAS EXCAVADORA ARREGLO CAMINOS Y CUNETAS EGUES-GORRAIZ                                                           "
2017017192.0,2017-09-01,ADO1,IRUÑA CONTENEDORES  ,163.9,0.0,SERVICIO CONTENEDORES AGOSTO
2017017193.0,2017-09-01,ADO1,"GRUPO CETYA, S.A.  ",202.4,0.0,MATERIAL DE RELLENO PARA CAMINO GORRAIZ
2017017241.0,2017-09-01,ADO1,SEGURCAIXA ADESLAS SA  ,8936.98,0.0,SEGURO ANUAL EDIFICIOS MUNICIPALES
2017017249.0,2017-09-06,ADO1,SANCHEZ ALFARO JOSE,1452.0,0.0,CONJUNTO DE 4 EMBALAJES PARA KILIKIS
2017017250.0,2017-09-01,ADO1,ENTIDAD URBANISTICA DE CONSERVACION CIUDAD DE LA INNOVACION ,464.22,0.0,CUOTA MANTENIMIENTO CIUDAD INNOVA 10.3. 2º CUATRIMESTRE
2017017251.0,2017-09-01,ADO1,ENTIDAD URBANISTICA DE CONSERVACION CIUDAD DE LA INNOVACION ,1170.53,0.0,CUOTA MANTENIMIENTO CIUDAD INNOVA 10.5. 2º CUATRIMESTRE
2017017252.0,2017-09-01,ADO1,ENTIDAD URBANISTICA DE CONSERVACION CIUDAD DE LA INNOVACION ,484.21,0.0,CUOTA MANTENIMIENTO CIUDAD INNOVA 10.6. 2º CUATRIMESTRE
2017017254.0,2017-09-07,ADO1,GUZMAN ALBERTO MICHITORENA ITXASO  ,2964.5,0.0,SERVICIOS MENSUALES DE COMUNICACION AGOSTO
2017017279.0,2017-09-06,ADO1,ASOCIACION DE GESTION DE DERECHOS INTELECTUALES ,3.74,0.0,GASTOS DERECHOS INTELECTUALES FIESTAS IBIRICU
2017017280.0,2017-09-06,ADO1,SOCIEDAD GENERAL DE AUTORES Y EDITORES  ,68.26,0.0,DERECHOS INTELECTUALES ACTUACIONES FIESTAS IBIRICU
2017017281.0,2017-09-06,ADO1,ASOCIACION DE GESTION DE DERECHOS INTELECTUALES ,3.74,0.0,DERECHOS INTELECTUALES ACTUACIONES FIESTAS IBIRICU
2017017282.0,2017-09-05,ADO1,ASOCIACION DE GESTION DE DERECHOS INTELECTUALES ,3.74,0.0,DERECHOS INTELECTUALES ACTUACIONES FIESTAS IBIRICU
2017017283.0,2017-09-06,ADO1,ASOCIACION DE GESTION DE DERECHOS INTELECTUALES ,5.63,0.0,DERECHOS INTELECTUALES ACTUACIONES FIESTAS IBIRICU
2017017284.0,2017-09-04,ADO1,BATUTUM  ,150.0,0.0,ACTUACION BATUCADA FIESTAS SARRIGUREN
2017017285.0,2017-09-07,ADO1,MUSICOS UNIDOS SIGLO XXI  ,800.0,0.0,ACTUACION SONORA SONERA CICLO MUSICANDO
2017017286.0,2017-09-07,O1,URBASER SA  ,18006.32,0.0,TRABAJOS MANTENIMIENTO ZONAS VERDES AGOSTO
2017017287.0,2017-09-08,ADO1,SERRANO PEREZ OSCAR,375.8,0.0,LUNCH AYUNTAMIENTO NIÑOS UCRANIANOS 23/08
2017017288.0,2017-09-02,ADO1,SANCHEZ INCHAUSTI FERNANDO,335.78,0.0,2 TABLEROS CORCHO N ROMERO+20 CORRECTORES+10 CINTA ADHESIVA+150 BOLIS+GRAPAS
2017017289.0,2017-09-07,ADO1,"TRANSPORTES LIZARRALDEA, S.L.  ",186.52,0.0,TRANSPORTE AGOSTO BANCO ALIMENTOS
2017017290.0,2017-09-06,ADO1,IRIBARREN CIGANDA GORKA,909.92,0.0,"23,5 HORAS EXCAVADORA ELIA ABRIR CAMINO+EXTENDER MATERIAL+NIVELAR+MOJONES Y CORTES AGUA                                 "
2017017291.0,2017-09-06,ADO1,RANKING LA TIENDA DEL DEPORTE S.L.  ,452.01,0.0,2 PROTECCIONES PARA POSTES (JUEGO 2 UDS)
2017017292.0,2017-09-06,ADO1,DENDA BRICOLAJE S.L.  ,1597.48,0.0,1 DIAFRAGMA+150 BOQUILLAS+50 DIFUSOR+10 ENLACE+20 ASPERSOR+8 TUTOR
2017017293.0,2017-09-07,ADO1,"DINAFAX, S.L.  ",97.21,0.0,8.927 COPIAS IMPRESORA ESC MUSICA (FIN 241206) 05-06/04-09
2017017610.0,2017-09-05,ADO1,LLAMAS MONTOYA MIGUEL ANGEL,726.0,0.0,VIDEO PROMOCION SEMANA DEL EUSKERA
2017017611.0,2017-09-08,ADO1,"CONFEIRUÑA, S.L.  ",245.96,0.0,ROPA DE TRABAJO ESP.  5 GAFAS POLARIZADAS Y GUANTES SM
2017017612.0,2017-09-12,ADO1,TALLERES COBOS AUTOMOCION S.L.  ,143.64,0.0,REPARACION BOBINA Y CAMBIO DE ACEITE BARREDORA
2017017613.0,2017-09-07,ADO1,DISNAVAL S.L.  ,660.0,0.0,"CERA BANCOS,PAPEL Y PINTURA ESC.MUSICA, DECAPANTE PUEBLO VIEJO                                                          "
2017017614.0,2017-09-07,ADO1,VIZCAY HNOS. S.A.  ,388.07,0.0,MATERIALES TUBO SANEAMIENTO CAMINOS Y ARENA TAPA NODULAR JARDINES
