a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
1,,23111,48000,AYUDAS BONOTAXI,,,15000,15000,9690.55,9690.55,9690.55,,9690.55,5309.45
1,,23111,48200,SUBVENCIONES A COLECTIVOS SOCIALES,,,50000,50000,49000.07,48000.07,48000.07,,23953.88,999.93
1,,23111,48900,SUBVENCION PROYECTOS COOPERACION,,,80000,80000,80000,80000,80000,,80000,0
1,,23990,44900,LIMPIEZA EDIFICIO CAF,,,12000,12000,13700,13700,12958.34,,11650.21,-1700
1,,23990,44901,GESTION CENTRO ATENCION FAMILIAS,,,404000,404000,404000,404000,376184.98,,331984.73,0
1,,23990,48200,ASISTENCIA JURIDICA CAF,,,16000,16000,12000,12000,12000,,6000,4000
1,,24190,47900,FOMENTO DE EMPLEO Y COOPERATIVISMO,,,170000,170000,147027.05,147027.05,147027.05,,99669.91,22972.95
1,,31210,44900,LIMPIEZA CONSULTORIO MEDICO,,,20000,20900,20900,20900,20860.18,,18387.34,0
1,,32000,48000,CONVEN.Y BECAS COLABOR. UNIVERSIDADES,,,20000,20000,0,0,0,,0,20000
1,,32310,44900,TRANSF.A ENCOMIENDA GESTION CENTROS 0-3,,,920000,926300,926300,926300,926230.07,,822870.95,0
1,,32310,48000,SUBVENCION AYUDAS CENTROS 0-3 FUERA VALL,,,25000,8700,8700,8108.7,8108.7,,0,0
1,,32320,44900,LILMPIEZA COLEGIOS PUBLICOS SARRIGUREN,,,175000,175000,175000,175000,168935.37,,150296.26,0
1,,32320,48200,SUBVENCION ACTIV C.P. HERMANAS URIZ PI,,,20000,17500,17500,17500,17500,,17500,0
1,,32320,48900,SUBVENC ACTIV APYMA CP HERMANAS URIZ PI,,,7000,7000,7000,7000,7000,,7000,0
1,,32321,48200,SUBVENCION ACTIVID.C.P. JOAKIN LIZARRAGA,,,17500,20000,20000,20000,20000,,20000,0
1,,32321,48900,SUBV.ACTIV. APYMA C.P. JOAKIN LIZARRAGA,,,7000,7000,7000,7000,7000,,7000,0
1,,32610,44900,LIMPIEZA ESCUELA MUSICA,,,14000,14000,16600,16600,15482.23,,13589.74,-2600
1,,33210,44900,LIMPIEZA BIBLIOTECA SARRIGUREN,,,6000,5000,5000,5000,4881.98,,4407.02,0
1,,33400,46800,SUBVENCIONES INICIATIVAS CULTURALES CONC,,,5000,5000,5000,3856.51,3856.51,,477.72,0
1,,33400,48900,CONVENIO CON ASOCIACION DE TEATRO,,,1000,1000,0,0,0,,0,1000
1,,33401,48200,SUBVENCIONES A PERSONAS FISICAS Y ASOCIA,,,12000,12000,12000,10762.72,7565.72,,2377.21,0
1,,33402,48200,CONVENIO OLENTZERO SARRI KILTUR ELKARTEA,,,3000,3000,3000,3000,3000,,0,0
1,,33403,48200,CONVENIO COLABORACION MUSEO OTEIZA,,,15000,15000,15000,15000,15000,,0,0
1,,33404,48200,CONVENIO ASOCIACION CORAL VALLE DE EGUES,,,5000,5000,5000,5000,5000,,5000,0
1,,33405,48200,CONVENIO CABALGATA ASOCIACION RIO URBI,,,3000,2000,1891.74,1891.74,1891.74,,1891.74,108.26
1,,33500,46220,CONVENIOS DE COLABORACION EUSKERA,,,600,600,112.09,112.09,112.09,,5.38,487.91
1,,33500,48000,AYUDAS AL APRENDIZAJE EUSKERA,,,5000,5000,5000,2086.86,2086.86,,2086.86,0
1,,33500,48900,SUBVENCION EUSKERA,,,1700,1700,0,0,0,,0,1700
1,,33800,46800,SUBVENCION FIESTAS CONCEJO ALZUZA,,,4901,4901,4901,4901,4901,,0,0
1,,33801,46800,SUBVENCION FIESTAS CONCEJO ARDANAZ,,,4872,4872,4872,4872,4872,,0,0
1,,33801,48200,SUBVENCION SOC.VECINOS ERRIPAGAÑA FIESTA,,,2400,2400,2400,2400,2400,,2400,0
1,,33802,46800,SUBVENCION FIESTAS CONCEJO AZPA,,,2635,2635,1924.19,1924.19,1924.19,,1924.19,710.81
1,,33803,46800,SUBVENCION FIESTAS CONCEJO BADOSTAIN,,,8613,8613,8613,8613,8613,,8613,0
1,,33804,46800,SUBVENCION FIESTAS CONCEJO ELCANO,,,4883,4883,4883,4883,4883,,4883,0
1,,33805,46800,SUBVENCION FIESTAS CONCEJO OLAZ,,,13370,13370,12843.6,12843.6,12843.6,,0,526.4
1,,33806,46800,SUBVENCION FIESTAS CONCEJO EGUES,,,8607,8607,8607,8607,8607,,8607,0
1,,33807,46800,SUBVENCION FIESTAS CONCEJO ELIA,,,1956,1956,1956,1956,1956,,1956,0
1,,33808,46800,SUBVENCION FIESTAS CONCEJO IBIRICU,,,5162,5162,5162,5162,5162,,5162,0
1,,33809,46800,SUBVENCION FIESTAS CONCEJO SAGASETA,,,3001,3001,3001,3001,3001,,0,0
1,,34100,44900,LIMPIEZA VESTUARIOS PORTATILES,,,7500,7500,7500,7500,4903.2,,4280.64,0
1,,34100,48200,SUBVENCION  ESCUELAS DEPORTIVAS MUNICIPA,,,85000,85000,78642.71,78642.71,78642.71,,78642.71,6357.29
1,,34100,48900,AYUDAS DESTINADAS AL DEPORTE FEDERADO,,,38000,38000,36127.14,36127.14,36127.14,,30568.51,1872.86
1,,34101,48200,AYUDA CAT.NACIONAL CLUB G.RITMICA ALAIA,,,5000,5000,5000,5000,5000,,2500,0
1,,34101,48900,AYUDA CTA.NACIONAL CLUB VALLE DE EGES,,,5000,5000,5000,5000,5000,,5000,0
1,,34102,48200,CONVENIO CLUB CICLISTA EGUESIBAR,,,2800,2800,2750,2750,2750,,2062.5,50
1,,34102,48900,AYUDA CAT.NACIONAL C.V.E. BALONCESTO,,,5000,5000,5000,5000,5000,,5000,0
1,,34103,48200,CONVENIO CLUB HIRUKI-VALLE EGUES,,,5400,5400,5400,5400,5400,,4050,0
1,,34105,48200,CONVENIO CLUB GOLF CORRAIZ,,,2200,2200,2200,2200,2200,,2200,0
1,,34106,48200,CONVENIO CLUB LAKARRI VALLE TIRO ARCO,,,4300,4300,4300,4300,4300,,2150,0
1,,34108,48200,APORTACIONES FUNDACIONES- COLABORACIONES,,,3000,3000,2565,2565,2565,,2565,435
1,,43300,44900,LIMPIEZA VIVERO EMPRESAS,,,4000,4000,4400,4400,4145.53,,3814.92,-400
1,,43300,47900,APOYO A C.INNOVACION,,,30000,30000,30700.8,30700.8,30700.8,,0,-700.8
1,,43300,48900,SUBVENCION FOMENTO COMERCIO,,,2000,2000,0,0,0,,0,2000
1,,44110,46300,TRANSFERENCIA TRANSPORTE COMARCAL A MANC,,,305000,305000,284972.03,284972.03,284972.03,,284972.03,20027.97
1,,91201,48900,SUBVENCIONA A GRUPOS POLITICOS MUNICIPAL,,,41000,41000,40872,40872,40872,,37466,128
1,,92000,44900,LIMPIEZA EDIFICIO CASA CONSISTORIAL,,,54000,54000,54000,54000,51931.8,,46361.9,0
1,,92000,45000,GASTOS INFOLOCAL,,,22700,22700,22655,22655,22655,,22655,45
1,,92000,48200,TRANSFERENCIAS A F.N.M.C,,,7500,7500,7231.63,7231.63,7231.63,,7231.63,268.37
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,4,TRANSFERENCIAS CORRIENTES.,,,,2888200,2937100,2804941.98,2784689.47,2740129.71,,2333497.8,132158.02
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,13210,62300,EQUIPAMIENTO POLICIA,,,17000,17000,1351.57,1351.57,1351.57,,1351.57,15648.43
1,,13210,62400,COMPRA VEHICULOS POLICIA,,,16000,16000,16727.87,16727.87,16727.87,,16727.87,-727.87
1,,13400,60900,PROY.MOVILIDAD  CARRIL BICI SARRIG.FASE1,,,0,18000,17545,17545,17545,,0,455
1,,15100,64000,PLAN URBANISTICO MUNICIPAL Y AGENDA 21,,,77000,77000,49000.16,49000.16,49000.16,,49000.16,27999.84
1,,15101,60900,OBRAS MENORES CONCEJOS Y OTRAS ACTUACION,,,69100,166676.61,79832.33,79832.33,79832.33,,79832.33,86844.28
1,,15102,60900,MOBILIARIO URBANO,,,10000,60000,37219.6,4549.6,4549.6,,4549.6,22780.4
1,,15103,60900,PARQUES INFANTILES Y PISTA MUTIDEPORTE,,,500,78869.26,106059.38,56059.38,56059.38,,18369.26,-27190.12
1,,15104,60900,PARQUE DE AGUA Y TUBOS,,,500,500,0,0,0,,0,500
1,,15310,61900,CAMINO DE MUTILVA A BADOSTAIN,,,0,85000,77865.92,77865.92,77865.92,,77865.92,7134.08
1,,15311,61900,MEJORAS CAMINOS Y VIAS PUBLICAS,,,10000,30000,96812.66,96812.66,96610.35,,84776.55,-66812.66
1,,15330,60900,ROTONDA AV. REINO NAVARRA,,,500,125295.36,153364.52,153364.52,153364.52,,147884.51,-28069.16
1,,15330,60901,BAÑOS PUBLICOS GORRAIZ,,,0,50000,59266.32,59266.32,16976.82,,0,-9266.32
1,,15330,61900,REPARACIONES ACERAS Y CALLES GORRAIZ,,,0,100000,99946,99651,0,,0,54
1,,16300,62300,COMPRA MAQUINAS BARREDORAS,,,500,25500,15609,15609,0,,0,9891
1,,16500,63900,INVERSION ALUMBRADO PUBLICO LEEDS,,,0,995994.98,995969.25,995969.25,995969.25,,995969.25,25.73
1,,16900,60000,AREA DE AUTOCARABANAS,,,500,500,0,0,0,,0,500
1,,16900,62300,COMPRA MAQUINA Y OTROS SERV MULT,,,10000,22000,24763.35,24763.35,24763.35,,23081.06,-2763.35
1,,17100,60000,ACTUACIONES ESPACIOS NATURALES,,,0,12800,13666.17,13666.17,13666.17,,13666.17,-866.17
1,,17100,60900,ACTUACIONES PROYECTOS MEDIO AMBIENTE,,,20000,83042.48,75844.39,75844.39,40304.58,,40304.58,7198.09
1,,17100,62300,MAQUINARIA JARDINES,,,6000,6000,5500.15,5500.15,5500.15,,297.83,499.85
1,,17100,62700,PLAN DIRECTOR EFICIENCIA ENERGETICA,,,500,500,0,0,0,,0,500
1,,17100,63900,REHABILITACION ERMITA EGULBATI,,,0,50000,0,0,0,,0,50000
1,,17102,63200,MEJORA HUERTOS ECOLOGICOS,,,3000,113000,111667.82,111667.82,110095.68,,106344.49,1332.18
1,,17210,68900,ESTUDIO FORMULA BIOMASA EN EDIFICIOS PUB,,,0,6872.8,6872.8,6872.8,6872.8,,6872.8,0
1,,23110,62600,EQUIPOS INFORMATICOS Y OTROS SSB,,,0,0,2288.91,2288.91,2288.91,,2288.91,-2288.91
1,,23140,64000,DIAGNOSTICO TERCERA EDAD,,,0,10000,9680,0,0,,0,320
1,,23910,64000,DIAGNOSTICO Y PLAN DE DIVERSIDAD,,,5000,5000,0,0,0,,0,5000
1,,23990,63200,MEJORAS VARIAS EDIFICIO CAF,,,0,21643.42,23838.19,23838.19,2194.77,,2194.77,-2194.77
1,,24190,62700,PLAN ACCIONES PLAN ESTRATEGICO DESARROLL,,,500,500,0,0,0,,0,500
1,,24190,62900,DESARROLLO PLAN ESTRATEGICO LOCAL,,,17000,57250,41508.65,41508.65,38851.49,,38299.85,15741.35
1,,24190,62901,DESARROLLO PROY.ADECUACION AYUNT.VIEJO,,,0,7200,69.94,69.94,69.94,,69.94,7130.06
1,,31100,62400,COMPRA VEHICULO Y OTROS PROGRAMA CES,,,0,6500,6050,6050,6050,,6050,450
1,,32310,62200,NUEVA ESCUELA INFANTIL,,,500,1373853,1350500,1350500,167761.54,,167761.54,23353
1,,32310,62700,PROYECTO ESCUELA INFANTIL 0-3 AÑOS,,,0,56000,56000,56000,28000,,28000,0
1,,32310,62900,EQUIPAMIENTOS CENTROS 0-3,,,500,14500,30096.53,30096.53,30096.53,,28441.25,-15596.53
1,,32320,62200,CUBRICION FRONTON COLEGIO PUBLICO,,,500,500,0,0,0,,0,500
1,,32320,63200,INVERSIONES COLEGIOS PUBLICOS,,,500,13604.5,8821.6,8821.6,8821.6,,8821.6,4782.9
1,,32610,62600,SERVIDORES Y EQUIPAMIENTO INFOR.ESC.MUSI,,,0,12000,12927.79,12927.79,12927.79,,0,-927.79
1,,32610,62900,COMPRA INSTRUMENTOS Y EQUIPOS TEC. ESC.,,,13000,13000,13066.32,13066.32,13066.32,,13066.32,-66.32
1,,32610,63200,INVERSION ESCUELA DE MUSICA,,,500,56000,58559.03,58559.03,56744.03,,56016.95,-2559.03
1,,33210,62900,COMPRA LIBROS SARRIGUREN Y OLAZ,,,8000,8000,7938.9,7938.9,7938.9,,3457.87,61.1
1,,33210,63200,REFORMAS VARIAS BIBLIOTECA,,,0,24222.84,24222.84,24222.84,24222.84,,24222.84,0
1,,33400,62200,NUEVA CASA CULTURA,,,2500,2180500,2150000,0,0,,0,30500
1,,33400,62700,PROYECTO CASA CULTURA,,,0,225000,224005.07,224005.07,116944.88,,116944.88,994.93
1,,33400,63200,DESARROLLO PUEBLO VIEJO CONVENIO NASUVIN,,,30000,50000,7199.5,7199.5,0,,0,0
1,,33400,63201,ADECUACION PUEBLO VIEJO,,,500,30500,48859.8,2202.2,2202.2,,2202.2,-18359.8
1,,33401,63200,REFORMA IGLESIA PUEBLO VIEJO SARRIGUREN,,,0,1663.21,18030.64,18030.64,18030.64,,18030.64,-16367.43
1,,33701,63700,DIAGNOSTICO JUVENTUD,,,15000,22737.45,22439.45,7919.45,7919.45,,7919.45,298
1,,33800,62900,MATERIAL TECNOLOGICO ACT.ESPARC.,,,3000,3000,0,0,0,,0,3000
1,,34100,62200,NUEVO POLIDEPORTIVO,,,500,1561484,1515984,60984,0,,0,45500
1,,34100,63200,ADECUACION CUBIERTA POLIDEP. CD SARRIGUR,,,0,310000,305276.92,259485.38,0,,0,4723.08
1,,34100,63201,REFORMAS INSTALACIONES DEPORTIVAS,,,0,12000,96124.98,19124.98,17875.74,,13425.46,-89124.98
1,,34100,63300,SUSTITUCION CUBIERTA OLAZ,,,0,238870,199016.73,199016.73,193016.73,,187000,39853.27
1,,43300,63200,REFORMA VIVERO EMPRESAS,,,0,95000,94958.3,7033.95,0,,0,41.7
1,,44110,62900,INSTALACION PUNTOS RECARGA AUTOMOV ELECT,,,1000,36572.7,75111.51,66990.56,64154.32,,25580.63,-38538.81
1,,44120,62400,BICICLETAS ELECTRICAS CON BASES,,,80000,80000,0,0,0,,0,80000
1,,49100,61900,WIFI PUBLICA EQUIPAMIENTO EN VALLE,,,0,33000,29796.25,29796.25,29796.25,,29796.25,3203.75
1,,92000,62500,MOBILIARIO AYUNTAMIENTO,,,1800,1800,10082.19,10082.19,10082.19,,9145.96,-8282.19
1,,92000,62600,MODERNIZACION ADMINISTRACION,,,50000,83975.94,56231.04,56231.04,42953.71,,42907.8,27744.9
1,,92000,62700,RED NELS AUDITORIA ENERGETICA,,,0,7018,12463,12463,7018,,7018,-5445
1,,92000,62900,ACCIONES DE ACCESIBILIDAD UNIVERSAL,,,22000,32000,0,0,0,,0,32000
1,,92000,62901,CARGADORES PARA DISPOSITIVOS MOVILES,,,0,20000,36123.34,36123.34,0,,0,-16123.34
1,,92000,63200,REFORMAS CASA CONSISTORIAL,,,0,10576.61,12942.16,12942.16,12942.16,,12942.16,-2365.55
1,,92400,62900,PARTIDA PRESPUESTOS PARTICIPATIVOS,,,60000,117610.25,116441.59,110889.23,56208.92,,48994.9,1168.66
1,,92400,64100,INVERSION  AREA TRANSPARENCIA Y PARTICIP,,,30000,78410.5,54605.7,54605.7,40279.3,,26340.1,23804.8
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,6,INVERSIONES REALES.,,,,583400,9052043.91,8776145.13,4792933.33,2785514.65,,2593834.22,228098.28
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,15220,78000,AYUDAS REHABILITACION EDIFICOS Y LOCALES,,,70000,70000,0,0,0,,0,70000
1,,17100,76900,TRANSF.MANC.COMARCA EXPROP RIO ARGA,,,14100,14100,14059.49,14059.49,14059.49,,14059.49,40.51
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,7,TRANSFERENCIAS DE CAPITAL.,,,,84100,84100,14059.49,14059.49,14059.49,,14059.49,70040.51
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,01100,91100,AMORTIZACION PRESTAMO IDAE,,,144000,144000,143792.46,143792.46,143792.46,,143792.46,207.54
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,9,PASIVOS FINANCIEROS.,,,,144000,144000,143792.46,143792.46,143792.46,,143792.46,207.54
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Orgánico ,,1,AYUNTAMIENTO,,,,12118300,20947618.91,20008571.69,16003474.36,13690776.37,,12549926.95,891112.41
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,20947618.91,20008571.69,16003474.36,13690776.37,,12549926.95,891112.41
T O T A L   P R E S U P U E S T O :,,,,,,,12118300,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Fecha de impresión ,,2019-04-16,12:02:31,,,,,,,,,,,Página -1 de 1
