a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
1,,23111,48000,AYUDAS BONOTAXI,,,18000,18000,11460,11460,11460,,6060,6540
1,,23111,48200,SUBVENCIONES A COLECTIVOS SOCIALES,,,50000,50000,0,0,0,,0,50000
1,,23111,48900,SUBVENCION PROYECTOS COOPERACION,,,83000,83000,0,0,0,,0,83000
1,,23990,44900,LIMPIEZA EDIFICIO CAF,,,23600,23600,23600,23600,2545.07,,2545.07,0
1,,23990,44901,GESTION CENTRO ATENCION FAMILIAS,,,415100,415100,415100,415100,61995.58,,61995.58,0
1,,23990,48200,CONVENIO COLABORACION ASISTENCIA JURIDIC,,,12000,12000,0,0,0,,0,12000
1,,24190,47900,FOMENTO DE EMPLEO Y COOPERATIVISMO,,,160000,160000,115373.52,115373.52,115373.52,,8925.25,44626.48
1,,24190,47901,SUBV. ACTIVIDADES PROMOVIDAS POR EMPRESA,,,6000,6000,0,0,0,,0,6000
1,,24190,48000,FORMACION EN DEPENDENCIA (SERVICIOS ASIS,,,5000,5000,0,0,0,,0,5000
1,,24190,48200,SUBV. ACTIVIDADES CULTURALES Y CIENTIFIC,,,5000,5000,0,0,0,,0,5000
1,,31210,44900,LIMPIEZA CONSULTORIO MEDICO,,,21900,21900,21900,21900,5871.54,,5871.54,0
1,,32000,48000,CONVEN.Y BECAS COLABOR. UNIVERSIDADES,,,20000,20000,0,0,0,,0,20000
1,,32310,44900,TRANSF.A ENCOMIENDA GESTION CENTROS 0-3,,,1035200,1035200,1035200,1035200,162717.37,,162717.37,0
1,,32310,48000,SUBVENCION AYUDAS CENTROS 0-3 FUERA VALL,,,18000,18000,0,0,0,,0,18000
1,,32310,48200,SUBVENCION APYMA ESCUELAS INFANTILES 0-3,,,2000,2000,2000,2000,2000,,1000,0
1,,32320,44900,LIMPIEZA COLEGIOS PUBLICOS SARRIGUREN,,,198800,198800,198800,198800,29760.62,,29760.62,0
1,,32320,48200,SUBVENCION ACTIV C.P. HERMANAS URIZ PI,,,17500,17500,17000,17000,17000,,8500,500
1,,32320,48900,SUBVENC ACTIV APYMA CP HERMANAS URIZ PI,,,7000,7000,7000,7000,7000,,3500,0
1,,32321,48200,SUBVENCION ACTIVID.C.P. JOAKIN LIZARRAGA,,,20000,20000,20000,20000,20000,,10000,0
1,,32321,48900,SUBV.ACTIV. APYMA C.P. JOAKIN LIZARRAGA,,,7000,7000,7000,7000,7000,,3500,0
1,,32610,44900,LIMPIEZA ESCUELA MUSICA,,,14600,14600,14600,14600,1585.33,,1585.33,0
1,,33211,44900,LIMPIEZA BIBLIOTECA SARRIGUREN,,,5200,5200,5200,5200,816.21,,816.21,0
1,,33400,46800,SUBVENCIONES INICIATIVAS CULTURALES CONC,,,5000,5000,0,0,0,,0,5000
1,,33400,48000,APOYO PROFESIONALES CULTURA,,,5000,5000,0,0,0,,0,5000
1,,33400,48900,CONVENIO CON ASOCIACION DE TEATRO,,,1000,1000,0,0,0,,0,1000
1,,33401,48200,SUBVENCIONES  ASOCIACIONES CULTURALES,,,13000,13000,0,0,0,,0,13000
1,,33402,48200,CONVENIO OLENTZERO SARRI KULTUR ELKARTEA,,,3000,3000,0,0,0,,0,3000
1,,33403,48200,CONVENIO COLABORACION MUSEO OTEIZA,,,15000,15000,0,0,0,,0,15000
1,,33404,48200,CONVENIO ASOCIACION CORAL VALLE DE EGUES,,,5000,5000,5000,5000,5000,,2500,0
1,,33405,48200,CONVENIO CABALGATA ASOCIACION RIO URBI,,,3000,3000,3000,3000,3000,,3000,0
1,,33500,46220,CONVENIOS DE COLABORACION EUSKERA,,,600,600,0,0,0,,0,600
1,,33500,48000,AYUDAS AL APRENDIZAJE EUSKERA,,,5000,5000,0,0,0,,0,5000
1,,33500,48900,SUBVENCION EUSKERA,,,1700,1700,0,0,0,,0,1700
1,,33800,46800,SUBVENCION FIESTAS CONCEJO ALZUZA,,,4901,4901,4901,4901,4901,,0,0
1,,33801,46800,SUBVENCION FIESTAS CONCEJO ARDANAZ,,,4872,4872,4872,4872,4872,,0,0
1,,33801,48200,SUBVENCION ASOC.VECINOS ERRIPAGAÑA FIEST,,,2400,2400,0,0,0,,0,2400
1,,33802,46800,SUBVENCION FIESTAS CONCEJO AZPA,,,2635,2635,2635,2635,2635,,0,0
1,,33803,46800,SUBVENCION FIESTAS CONCEJO BADOSTAIN,,,8613,8613,8613,8613,8613,,0,0
1,,33804,46800,SUBVENCION FIESTAS CONCEJO ELCANO,,,4883,4883,4883,4883,4883,,0,0
1,,33805,46800,SUBVENCION FIESTAS CONCEJO OLAZ,,,13370,13370,13370,13370,13370,,0,0
1,,33806,46800,SUBVENCION FIESTAS CONCEJO EGUES,,,8607,8607,8607,8607,8607,,0,0
1,,33807,46800,SUBVENCION FIESTAS CONCEJO ELIA,,,1956,1956,1956,1956,1956,,0,0
1,,33808,46800,SUBVENCION FIESTAS CONCEJO IBIRIKU,,,5162,5162,5162,5162,5162,,0,0
1,,33809,46800,SUBVENCION FIESTAS CONCEJO SAGASETA,,,3001,3001,3001,3001,3001,,0,0
1,,34100,44900,LIMPIEZA VESTUARIOS PORTATILES,,,7300,7300,7300,7300,1051.69,,1051.69,0
1,,34100,47900,SUBVENCION A OCETA ( EUSKALHERRIKO ITZUL,,,22000,22000,22000,22000,0,,0,0
1,,34100,48200,SUBVENCION  ESCUELAS DEPORTIVAS MUNICIPA,,,88000,88000,79393.17,79393.17,79393.17,,244.5,8606.83
1,,34100,48900,AYUDAS DESTINADAS AL DEPORTE FEDERADO,,,38000,38000,37136.03,37136.03,37136.03,,18568.02,863.97
1,,34101,48200,AYUDA CAT.NACIONAL CLUB G.RITMICA ALAIA,,,5000,5000,0,0,0,,0,5000
1,,34101,48900,AYUDA CTA.NACIONAL CLUB VALLE DE EGES,,,5000,5000,0,0,0,,0,5000
1,,34102,48200,CONVENIO CLUB CICLISTA EGUESIBAR,,,2800,2800,0,0,0,,0,2800
1,,34102,48900,AYUDA CAT.NACIONAL C.V.E. BALONCESTO,,,5000,5000,0,0,0,,0,5000
1,,34103,48200,CONVENIO CLUB HIRUKI-VALLE EGUES,,,5400,5400,0,0,0,,0,5400
1,,34105,48200,CONVENIO CLUB GOLF CORRAIZ,,,2200,2200,0,0,0,,0,2200
1,,34106,48200,CONVENIO CLUB LAKARRI VALLE TIRO ARCO,,,1500,1500,0,0,0,,0,1500
1,,34108,48200,APORTACIONES FUNDACIONES- COLABORACIONES,,,3000,3000,600,600,600,,600,2400
1,,43300,44900,LIMPIEZA VIVERO EMPRESAS,,,5000,5000,5000,5000,653.73,,653.73,0
1,,43300,47900,APOYO A C.INNOVACION,,,30000,30000,0,0,0,,0,30000
1,,43300,48900,SUBVENCION FOMENTO COMERCIO,,,4000,4000,0,0,0,,0,4000
1,,44110,46300,TRANSFERENCIA TRANSPORTE COMARCAL A MANC,,,306000,306000,84418.11,84418.11,84418.11,,84418.11,221581.89
1,,44110,48000,AYUDAS IVTM VEHICULOS HIBRIDOS Y ELECTRI,,,2500,2500,0,0,0,,0,2500
1,,91201,48900,SUBVENCIONA A GRUPOS POLITICOS MUNICIPAL,,,41000,41000,10218,10218,10218,,10218,30782
1,,92000,44900,LIMPIEZA EDIFICIO CASA CONSISTORIAL,,,54000,54000,54000,54000,7200.63,,7200.63,0
1,,92000,45000,GASTOS INFOLOCAL,,,22700,22700,0,0,0,,0,22700
1,,92000,48000,SUBVENCION ALTA INTERNET ZONAS RURALES,,,20000,20000,0,0,0,,0,20000
1,,92000,48200,TRANSFERENCIAS A F.N.M.C,,,7500,7500,0,0,0,,0,7500
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,4,TRANSFERENCIAS CORRIENTES.,,,,3100300,3100300,2297108.87,2297108.87,752366.23,,455336.28,803191.13
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,13210,60900,PASARELA CIUDAD DE LA INNOVACION,,,10000,10000,0,0,0,,0,10000
1,,15100,64000,PLAN URBANISTICO MUNICIPAL Y AGENDA 21,,,10000,10000,0,0,0,,0,10000
1,,15101,60900,OBRAS CONCEJOS Y OTRAS ACTUACIONES,,,50000,50000,0,0,0,,0,50000
1,,15102,60900,MOBILIARIO URBANO,,,9500,9500,32290.74,32290.74,0,,0,-22790.74
1,,15103,60900,PARQUES INFANTILES Y PISTA MULTIDEPORTE,,,500,500,49476.9,49476.9,0,,0,-48976.9
1,,15105,60900,ESTUDIO Y PROYECTO EQUIPAMIENTO PUBLICO,,,20000,20000,0,0,0,,0,20000
1,,15311,61900,ARREGLO DE CAMINOS Y VIAS PUBLICAS,,,40000,40000,24758.57,24758.57,0,,0,15241.43
1,,15320,61900,ASFALTADO DE VIAS Y ADECUACION  DE ACERA,,,50000,50000,0,0,0,,0,-17000
1,,15330,60900,CARRIL BICI EN SARRIGUREN Y EN  EL VALLE,,,159000,159000,0,0,0,,0,159000
1,,15330,60901,BAÑOS PUBLICOS GORRAIZ,,,0,42289.5,42289.5,42289.5,0,,0,0
1,,15330,61900,REPARACIONES ACERAS Y CALLES GORRAIZ,,,0,99651,99651,99651,0,,0,0
1,,16300,62300,COMPRA MAQUINAS BARREDORAS Y FREGADORAS,,,10000,25609,15609,15609,15609,,15609,10000
1,,16900,62300,COMPRA MAQUINARIA ADECUACION NAVE Y OTRS,,,25000,25000,170.92,170.92,170.92,,170.92,12729.08
1,,17100,60900,"ACTUACIONES PROYECTOS MEDIO AMBIENTE,",,,88000,113289,25289,25289,0,,0,88000
1,,17100,62300,MAQUINARIA JARDINES,,,30000,30000,522.07,522.07,522.07,,522.07,29477.93
1,,17102,63200,MEJORA HUERTOS ECOLOGICOS Y ESCOLARES,,,2000,2000,0,0,0,,0,2000
1,,17210,62700,PLAN DIRECTOR EFICIENCIA ENERGETICA,,,20000,20000,0,0,0,,0,20000
1,,17210,63700,CAMBIO CALDERAS BIOMASA EQUIPAMIENTOS PU,,,1000,1000,0,0,0,,0,1000
1,,17220,61900,INVERSION VIA VERDE TREN IRATI,,,10000,10000,0,0,0,,0,10000
1,,23110,62600,EQUIPOS INFORMATICOS Y OTROS  SSB,,,2000,2000,0,0,0,,0,2000
1,,23910,64000,DIAGNOSTICO Y PLAN DE DIVERSIDAD,,,10000,10000,0,0,0,,0,10000
1,,23990,63200,MEJORAS VARIAS EDIFICIO CAF,,,0,21643.42,21643.42,21643.42,0,,0,0
1,,24120,62300,MAQUINARIA Y UTILLAJE EMPLEO SOCIAL PROT,,,3000,3000,0,0,0,,0,3000
1,,24190,60900,INVERSION SEÑALIZACION RECORRIDOS TURIST,,,15000,15000,0,0,0,,0,15000
1,,24190,62900,INVERSIONES DESARROLLO LOCAL,,,50000,50000,2503.07,2503.07,2503.07,,2503.07,47496.93
1,,31210,62300,PLAN DESA APARATOS,,,7500,7500,0,0,0,,0,7500
1,,32310,62200,NUEVA ESCUELA INFANTIL,,,0,1182738.46,1598551.68,1598551.68,208349.82,,208349.82,-415813.22
1,,32310,62700,PROYECTO ESCUELA INFANTIL 0-3 AÑOS,,,0,28000,28000,28000,0,,0,0
1,,32310,62900,EQUIPAMIENTOS CENTROS 0-3,,,10000,10000,10441.07,10441.07,1505.22,,1505.22,-441.07
1,,32310,62901,NUEVA ESCUELA INFANTIL,,,500000,500000,0,0,0,,0,500000
1,,32320,63200,INVERSIONES COLEGIOS PUBLICOS,,,5000,5000,11219.28,11219.28,368,,368,-25579.28
1,,32610,62900,COMPRA INSTRUMENTOS Y EQUIPOS TECNICOS,,,15000,15000,3275.9,3275.9,3275.9,,3275.9,11724.1
1,,33210,62900,COMPRA LIBROS LUDOTECA BIBLIOTECA OLAZ,,,3200,3200,545.41,545.41,545.41,,545.41,2654.59
1,,33211,62500,COMPRA MOBILIARIO ADECUACION OIHANBURU P,,,5000,5000,0,0,0,,0,5000
1,,33211,62900,COMPRA LIBROS BIBLIOTECA SARRIGUREN,,,4800,4800,830.65,830.65,830.65,,830.65,3969.35
1,,33400,62200,NUEVA CASA CULTURA,,,120000,1780000,0,0,0,,0,1780000
1,,33400,62700,PROYECTO CASA CULTURA,,,0,107060.19,107060.19,107060.19,0,,0,0
1,,33400,63200,DESARROLLO PUEBLO VIEJO CONV.NASUVINSA,,,0,50000,7199.5,7199.5,0,,0,42800.5
1,,33400,63201,INVERSIONES  PUEBLO VIEJO,,,20000,48297.8,46657.6,0,0,,0,1640.2
1,,33701,63700,DIAGNOSTICO JUVENTUD,,,0,14520,0,0,0,,0,14520
1,,33800,62900,MATERIAL TECNOLOGICO,,,3000,3000,0,0,0,,0,3000
1,,34100,62100,SEÑALIZACION RECORRIDOS DEPORTIVOS  SARR,,,10000,10000,0,0,0,,0,10000
1,,34100,62200,NUEVO POLIDEPORTIVO,,,120000,1314984,60984,60984,0,,0,1254000
1,,34100,63200,ADECUACION CUBIERTA POLID. CD SARRIGUREN,,,0,259485.38,288797.77,288797.77,0,,0,-29312.39
1,,34100,63201,REFORMAS INSTALACIONES DEPORTIVAS,,,0,81199.85,4199.85,4199.85,0,,0,77000
1,,34100,63300,SUSTITUCION CUBIERTA OLAZ,,,0,6000,6000,6000,0,,0,0
1,,34101,63200,INVERSION  INSTALACIONES DEPORTIVAS,,,70000,70000,5603,5603,0,,0,64397
1,,43300,63200,REFORMA VIVERO EMPRESAS,,,0,95000,7033.95,7033.95,0,,0,87966.05
1,,44110,62400,BICIS ELECTRICAS CON BASES,,,10000,10000,0,0,0,,0,10000
1,,44110,62900,INSTALACION PUNTOS RECARGA AUTOM.ELECT,,,0,2836.24,2836.24,2836.24,0,,0,0
1,,92000,62500,INVERSION Y MOBILIARIO AYUNTAMIENTO,,,5000,5000,13873.08,13873.08,3874.2,,3874.2,-8873.08
1,,92000,62600,MODERNIZACION ADMON,,,30000,43277.33,18592.95,18592.95,5315.62,,5315.62,24684.38
1,,92000,62700,ESTUDIO PUESTOS DE TRABAJO,,,20000,25445,16328.95,16328.95,0,,0,1850
1,,92000,62900,ACCIONES DE ACCESIBILIDAD UNIVERSAL,,,30000,30000,0,0,0,,0,30000
1,,92000,62901,CARGADORES PARA DISPOSITIVOS MOVILES,,,0,36123.34,36123.34,36123.34,0,,0,0
1,,92000,63300,SUSTITUCION ILUMINACION EQUIPAMIENTOS PU,,,5000,5000,0,0,0,,0,5000
1,,92000,63900,MEJORA ARCHIVO MUNICIPAL,,,10000,10000,0,0,0,,0,10000
1,,92400,62900,PARTIDA PRESPUESTOS PARTICIPATIVOS,,,60000,114342.64,54342.64,54342.64,0,,0,60000
1,,92400,63900,INVERSION  AREA  PARTICIPACION,,,10000,10000,0,0,0,,0,10000
1,,92400,64100,INVERSION  AREA TRANSPARENCIA,,,15000,29326.4,25458.4,25458.4,0,,0,3868
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,6,INVERSIONES REALES.,,,,1703500,6741618.55,2668159.64,2621502.04,242869.88,,242869.88,3967732.86
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,15220,78000,AYUDAS REHABILITACION EDIFICIOS Y LOCALE,,,55000,55000,0,0,0,,0,55000
1,,16500,78000,AYUDAS SUSTITUCION ILUMINACION EXTERIOR,,,15000,15000,0,0,0,,0,15000
1,,44110,78000,AYUDAS COMPRA BICICLETAS ELECTRICAS,,,7500,7500,0,0,0,,0,7500
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,7,TRANSFERENCIAS DE CAPITAL.,,,,77500,77500,0,0,0,,0,77500
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,01100,91100,AMORTIZACION PRESTAMO I.D.A.E,,,191750,191750,31953.88,31953.88,31953.88,,31953.88,159796.12
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,9,PASIVOS FINANCIEROS.,,,,191750,191750,31953.88,31953.88,31953.88,,31953.88,159796.12
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Orgánico ,,1,AYUNTAMIENTO,,,,13796950,18928933.2,8084709.84,8038052.24,2549675.66,,2217867.59,10738497.31
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,18928933.2,8084709.84,8038052.24,2549675.66,,2217867.59,10738497.31
T O T A L   P R E S U P U E S T O :,,,,,,,13796950,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Fecha de impresión ,,2019-04-16,12:05:35,,,,,,,,,,,Página -1 de 1
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
