a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
1,,92000,25000,SERVICIOS INFORMATICOS ENCOMIENDA ANIMSA,,,63000.0,63000.0,52461.23,52461.23,52461.23,,52461.23,10538.77
1,,92000,26000,CONVENIO COLABORACION CON ASORNA,,,2000.0,2000.0,0.0,0.0,0.0,,0.0,2000.0
1,,92001,21200,CONSERV OTROS EDIFICIOS Y BIENES MUNIC,,,12000.0,12000.0,8926.99,8926.99,8887.73,,8025.7,3073.01
1,,92001,22000,MATERIAL JUZGADO PAZ,,,1000.0,1000.0,795.63,795.63,795.63,,795.63,204.37
1,,92001,22100,ENERGIA ELECTRICA OTROS EDIF MUNICIPALES,,,500.0,500.0,850.48,850.48,850.48,,850.48,-350.48
1,,92001,22101,AGUA OTROS EDIFICIOS PUBLICOS,,,800.0,800.0,2516.3,2516.3,2516.3,,2516.3,-1716.3
1,,92001,22400,BOLSA SEGUROS VEHICULOS,,,3000.0,3000.0,0.0,0.0,0.0,,0.0,3000.0
1,,92001,22401,SEGURO OTROS EDIFICIOS E INMUEBLES,,,600.0,600.0,608.71,608.71,608.71,,608.71,-8.71
1,,92002,22400,INDEMNIZACIONES SINIESTROS,,,3000.0,3000.0,0.0,0.0,0.0,,0.0,3000.0
1,,92400,22706,AREA DE TRANSPARENCIA Y PARTICIPACION,,,55000.0,76175.0,57956.05,57956.05,24493.5,,24493.5,18218.95
1,,93100,22604,COMISIONES Y SERVICIOS BANCARIOS,,,2300.0,2300.0,1887.22,1887.22,1887.22,,1887.22,412.78
1,,93100,23120,LOCOMOCION PERSONAL HACIENDA,,,100.0,100.0,15.75,15.75,15.75,,15.75,84.25
1,,93200,22602,GASTO DE ENVIOS DE TRIBUTOS,,,14000.0,14000.0,10284.96,10284.96,10284.96,,10284.96,3715.04
1,,93200,22706,MANTENIMIENTO CATASTRO,,,7200.0,7200.0,0.0,0.0,0.0,,0.0,7200.0
1,,93200,22708,GESTION DE COBROS MULTAS,,,110000.0,110000.0,84107.14,84107.14,84107.14,,84107.14,25892.86
1,,93200,22799,PLAN DE REGULARIZACION FISCAL,,,6000.0,6000.0,0.0,0.0,0.0,,0.0,6000.0
1,,93201,22708,GESTION DE COBROS AGENCIA EJECUTIVA,,,60000.0,69000.0,68861.35,68861.35,68861.35,,68861.35,138.65
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,2,GASTOS CORRIENTES EN BIENES Y SERVICIOS.,,,,2780850.0,2851525.0,2147145.97,2147145.97,1848817.85,,1841051.19,700810.33
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,93100,35200,INTERESES DE DEMORA,,,600.0,600.0,14.7,14.7,14.7,,14.7,585.3
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,3,GASTOS FINANCIEROS.,,,,600.0,600.0,14.7,14.7,14.7,,14.7,585.3
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,13210,48200,CONVENIO POLICIAS COMARCA,,,500.0,500.0,400.0,400.0,400.0,,400.0,100.0
1,,15100,48000,SENTENCIA TAN RESOLUCION 265,,,0.0,60000.0,0.0,0.0,0.0,,0.0,60000.0
1,,15220,48200,APORTACION A LA ORVE,,,2000.0,2000.0,910.38,910.38,910.38,,910.38,1089.62
1,,16900,44900,ENCOMIENDA LIMPIEZA NAVE SERV.MULTIPLES,,,6000.0,6000.0,4000.0,4000.0,3387.7,,3387.7,2000.0
1,,17100,44900,LIMPIEZA NAVE JARDINERIA,,,7500.0,7500.0,5500.0,5500.0,4250.36,,4250.36,2000.0
1,,17100,48200,CUOTA FORESNA Y RED NELS,,,2600.0,2600.0,2514.01,2514.01,2514.01,,2514.01,85.99
1,,23110,48000,AYUDAS EXTRAORDINARIAS SSB,,,95000.0,95000.0,57978.33,57978.33,57978.33,,52768.92,37021.67
1,,23110,48900,AYUDAS BECA COMEDOR,,,55000.0,55000.0,55218.75,40521.45,40521.45,,38066.45,-218.75
1,,23111,48000,AYUDAS BONOTAXI,,,15000.0,15000.0,12736.72,12736.72,12736.72,,12436.72,2263.28
1,,23111,48200,SUBVENCIONES A COLECTIVOS SOCIALES,,,50000.0,50000.0,49000.07,48000.07,48000.07,,23953.88,999.93
1,,23111,48900,SUBVENCION PROYECTOS COOPERACION,,,80000.0,80000.0,45000.0,45000.0,45000.0,,0.0,35000.0
1,,23990,44900,LIMPIEZA EDIFICIO CAF,,,12000.0,12000.0,12000.0,12000.0,9188.57,,9188.57,0.0
1,,23990,44901,GESTION CENTRO ATENCION FAMILIAS,,,404000.0,404000.0,404000.0,404000.0,273514.43,,273514.43,0.0
1,,23990,48200,ASISTENCIA JURIDICA CAF,,,16000.0,16000.0,12000.0,12000.0,6000.0,,6000.0,4000.0
1,,24190,47900,FOMENTO DE EMPLEO Y COOPERATIVISMO,,,170000.0,170000.0,134995.6,134995.6,134995.6,,88875.04,35004.4
1,,31210,44900,LIMPIEZA CONSULTORIO MEDICO,,,20000.0,20000.0,18500.0,18500.0,15296.36,,15296.36,1500.0
1,,32000,48000,CONVEN.Y BECAS COLABOR. UNIVERSIDADES,,,20000.0,20000.0,0.0,0.0,0.0,,0.0,20000.0
1,,32310,44900,TRANSF.A ENCOMIENDA GESTION CENTROS 0-3,,,920000.0,920000.0,920000.0,920000.0,668271.63,,668271.63,0.0
1,,32310,48000,SUBVENCION AYUDAS CENTROS 0-3 FUERA VALL,,,25000.0,25000.0,25000.0,6844.32,6844.32,,0.0,0.0
1,,32320,44900,LILMPIEZA COLEGIOS PUBLICOS SARRIGUREN,,,175000.0,175000.0,168000.0,168000.0,119445.3,,119445.3,7000.0
1,,32320,48200,SUBVENCION ACTIV C.P. HERMANAS URIZ PI,,,20000.0,17500.0,17500.0,17500.0,17500.0,,17500.0,0.0
1,,32320,48900,SUBVENC ACTIV APYMA CP HERMANAS URIZ PI,,,7000.0,7000.0,7000.0,7000.0,7000.0,,7000.0,0.0
1,,32321,48200,SUBVENCION ACTIVID.C.P. JOAKIN LIZARRAGA,,,17500.0,20000.0,20000.0,20000.0,20000.0,,20000.0,0.0
1,,32321,48900,SUBV.ACTIV. APYMA C.P. JOAKIN LIZARRAGA,,,7000.0,7000.0,7000.0,7000.0,7000.0,,7000.0,0.0
1,,32610,44900,LIMPIEZA ESCUELA MUSICA,,,14000.0,14000.0,14000.0,14000.0,10070.62,,10070.62,0.0
1,,33210,44900,LIMPIEZA BIBLIOTECA SARRIGUREN,,,6000.0,6000.0,6000.0,6000.0,3724.38,,3724.38,0.0
1,,33400,46800,SUBVENCIONES INICIATIVAS CULTURALES CONC,,,5000.0,5000.0,5000.0,477.72,477.72,,477.72,0.0
1,,33400,48900,CONVENIO CON ASOCIACION DE TEATRO,,,1000.0,1000.0,0.0,0.0,0.0,,0.0,1000.0
1,,33401,48200,SUBVENCIONES A PERSONAS FISICAS Y ASOCIA,,,12000.0,12000.0,12000.0,0.0,0.0,,0.0,0.0
1,,33402,48200,CONVENIO OLENTZERO SARRI KILTUR ELKARTEA,,,3000.0,3000.0,0.0,0.0,0.0,,0.0,3000.0
1,,33403,48200,CONVENIO COLABORACION MUSEO OTEIZA,,,15000.0,15000.0,0.0,0.0,0.0,,0.0,15000.0
1,,33404,48200,CONVENIO ASOCIACION CORAL VALLE DE EGUES,,,5000.0,5000.0,5000.0,5000.0,5000.0,,5000.0,0.0
1,,33405,48200,CONVENIO CABALGATA ASOCIACION RIO URBI,,,3000.0,3000.0,1891.74,1891.74,1891.74,,1891.74,1108.26
1,,33500,46220,CONVENIOS DE COLABORACION EUSKERA,,,600.0,600.0,5.38,5.38,5.38,,5.38,594.62
1,,33500,48000,AYUDAS AL APRENDIZAJE EUSKERA,,,5000.0,5000.0,5000.0,2086.86,2086.86,,2086.86,0.0
1,,33500,48900,SUBVENCION EUSKERA,,,1700.0,1700.0,0.0,0.0,0.0,,0.0,1700.0
1,,33800,46800,SUBVENCION FIESTAS CONCEJO ALZUZA,,,4901.0,4901.0,0.0,0.0,0.0,,0.0,4901.0
1,,33801,46800,SUBVENCION FIESTAS CONCEJO ARDANAZ,,,4872.0,4872.0,0.0,0.0,0.0,,0.0,4872.0
1,,33801,48200,SUBVENCION SOC.VECINOS ERRIPAGAÑA FIESTA,,,2400.0,2400.0,2400.0,2400.0,2400.0,,2400.0,0.0
1,,33802,46800,SUBVENCION FIESTAS CONCEJO AZPA,,,2635.0,2635.0,1924.19,1924.19,1924.19,,1924.19,710.81
1,,33803,46800,SUBVENCION FIESTAS CONCEJO BADOSTAIN,,,8613.0,8613.0,8613.0,8613.0,8613.0,,8613.0,0.0
1,,33804,46800,SUBVENCION FIESTAS CONCEJO ELCANO,,,4883.0,4883.0,4883.0,4883.0,4883.0,,4883.0,0.0
1,,33805,46800,SUBVENCION FIESTAS CONCEJO OLAZ,,,13370.0,13370.0,0.0,0.0,0.0,,0.0,13370.0
1,,33806,46800,SUBVENCION FIESTAS CONCEJO EGUES,,,8607.0,8607.0,8607.0,8607.0,8607.0,,8607.0,0.0
1,,33807,46800,SUBVENCION FIESTAS CONCEJO ELIA,,,1956.0,1956.0,1956.0,1956.0,1956.0,,0.0,0.0
1,,33808,46800,SUBVENCION FIESTAS CONCEJO IBIRICU,,,5162.0,5162.0,5162.0,5162.0,5162.0,,5162.0,0.0
1,,33809,46800,SUBVENCION FIESTAS CONCEJO SAGASETA,,,3001.0,3001.0,0.0,0.0,0.0,,0.0,3001.0
1,,34100,44900,LIMPIEZA VESTUARIOS PORTATILES,,,7500.0,7500.0,7500.0,7500.0,3591.08,,3591.08,0.0
1,,34100,48200,SUBVENCION  ESCUELAS DEPORTIVAS MUNICIPA,,,85000.0,85000.0,84981.42,84981.42,84981.42,,52975.86,18.58
1,,34100,48900,AYUDAS DESTINADAS AL DEPORTE FEDERADO,,,38000.0,38000.0,38027.14,38027.14,38027.14,,30568.51,-27.14
1,,34101,48200,AYUDA CAT.NACIONAL CLUB G.RITMICA ALAIA,,,5000.0,5000.0,5000.0,5000.0,5000.0,,2500.0,0.0
1,,34101,48900,AYUDA CTA.NACIONAL CLUB VALLE DE EGES,,,5000.0,5000.0,5000.0,5000.0,5000.0,,5000.0,0.0
1,,34102,48200,CONVENIO CLUB CICLISTA EGUESIBAR,,,2800.0,2800.0,2750.0,2750.0,2750.0,,2062.5,50.0
1,,34102,48900,AYUDA CAT.NACIONAL C.V.E. BALONCESTO,,,5000.0,5000.0,5000.0,5000.0,5000.0,,5000.0,0.0
1,,34103,48200,CONVENIO CLUB HIRUKI-VALLE EGUES,,,5400.0,5400.0,5400.0,5400.0,5400.0,,4050.0,0.0
1,,34105,48200,CONVENIO CLUB GOLF CORRAIZ,,,2200.0,2200.0,2200.0,2200.0,2200.0,,2200.0,0.0
1,,34106,48200,CONVENIO CLUB LAKARRI VALLE TIRO ARCO,,,4300.0,4300.0,4300.0,4300.0,4300.0,,2150.0,0.0
1,,34108,48200,APORTACIONES FUNDACIONES- COLABORACIONES,,,3000.0,3000.0,2565.0,2565.0,2565.0,,2565.0,435.0
1,,43300,44900,LIMPIEZA VIVERO EMPRESAS,,,4000.0,4000.0,4000.0,4000.0,3295.32,,3295.32,0.0
1,,43300,47900,APOYO A C.INNOVACION,,,30000.0,30000.0,0.0,0.0,0.0,,0.0,30000.0
1,,43300,48900,SUBVENCION FOMENTO COMERCIO,,,2000.0,2000.0,0.0,0.0,0.0,,0.0,2000.0
1,,44110,46300,TRANSFERENCIA TRANSPORTE COMARCAL A MANC,,,305000.0,305000.0,152297.7,152297.7,152297.7,,152297.7,152702.3
1,,91201,48900,SUBVENCIONA A GRUPOS POLITICOS MUNICIPAL,,,41000.0,41000.0,34060.0,34060.0,34060.0,,34060.0,6940.0
1,,92000,44900,LIMPIEZA EDIFICIO CASA CONSISTORIAL,,,54000.0,54000.0,46500.0,46500.0,37335.36,,37335.36,7500.0
1,,92000,45000,GASTOS INFOLOCAL,,,22700.0,22700.0,22655.0,22655.0,22655.0,,22655.0,45.0
1,,92000,48200,TRANSFERENCIAS A F.N.M.C,,,7500.0,7500.0,7231.63,7231.63,7231.63,,7231.63,268.37
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,4,TRANSFERENCIAS CORRIENTES.,,,,2888200.0,2948200.0,2491164.06,2437875.66,1973246.77,,1795163.6,457035.94
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,13210,62300,EQUIPAMIENTO POLICIA,,,17000.0,17000.0,1351.57,1351.57,1351.57,,1351.57,15648.43
1,,13210,62400,COMPRA VEHICULOS POLICIA,,,16000.0,16000.0,16727.87,16727.87,16727.87,,16727.87,-727.87
1,,15100,64000,PLAN URBANISTICO MUNICIPAL Y AGENDA 21,,,77000.0,77000.0,77000.0,0.0,0.0,,0.0,0.0
1,,15101,60900,OBRAS MENORES CONCEJOS Y OTRAS ACTUACION,,,69100.0,166676.61,76444.33,76444.33,76444.33,,76444.33,90232.28
1,,15102,60900,MOBILIARIO URBANO,,,10000.0,60000.0,4549.6,4549.6,4549.6,,4549.6,55450.4
1,,15103,60900,PARQUES INFANTILES Y PISTA MUTIDEPORTE,,,500.0,78869.26,56059.37,56059.37,18369.26,,18369.26,22809.89
1,,15104,60900,PARQUE DE AGUA Y TUBOS,,,500.0,500.0,0.0,0.0,0.0,,0.0,500.0
1,,15310,61900,CAMINO DE MUTILVA A BADOSTAIN,,,0.0,85000.0,77865.92,77865.92,77865.92,,77865.92,7134.08
1,,15311,61900,MEJORAS CAMINOS Y VIAS PUBLICAS,,,10000.0,30000.0,34345.2,34345.2,34345.2,,34345.2,-4345.2
1,,15330,60900,ROTONDA AV. REINO NAVARRA,,,500.0,125295.36,153364.52,153364.52,153364.52,,147884.51,-28069.16
1,,15330,60901,BAÑOS PUBLICOS GORRAIZ,,,0.0,50000.0,59266.32,59266.32,0.0,,0.0,-9266.32
1,,15330,61900,REPARACIONES ACERAS Y CALLES GORRAIZ,,,0.0,100000.0,99946.0,99651.0,0.0,,0.0,54.0
1,,16300,62300,COMPRA MAQUINAS BARREDORAS,,,500.0,25500.0,24926.0,0.0,0.0,,0.0,574.0
1,,16500,63900,INVERSION ALUMBRADO PUBLICO LEEDS,,,0.0,995994.98,995969.25,995969.25,995969.25,,995969.25,25.73
1,,16900,60000,AREA DE AUTOCARABANAS,,,500.0,500.0,0.0,0.0,0.0,,0.0,500.0
1,,16900,62300,COMPRA MAQUINA Y OTROS SERV MULT,,,10000.0,22000.0,22973.07,22973.07,22973.07,,22973.07,-973.07
1,,17100,60000,ACTUACIONES ESPACIOS NATURALES,,,0.0,12800.0,13666.17,13666.17,13666.17,,13666.17,-866.17
1,,17100,60900,ACTUACIONES PROYECTOS MEDIO AMBIENTE,,,20000.0,73042.48,72879.89,72879.89,37340.08,,37340.08,162.59
1,,17100,62300,MAQUINARIA JARDINES,,,6000.0,6000.0,141.74,141.74,141.74,,141.74,5858.26
1,,17100,62700,PLAN DIRECTOR EFICIENCIA ENERGETICA,,,500.0,500.0,0.0,0.0,0.0,,0.0,500.0
1,,17100,63900,REHABILITACION ERMITA EGULBATI,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1,,17102,63200,MEJORA HUERTOS ECOLOGICOS,,,3000.0,103000.0,107916.63,107916.63,78086.23,,78086.23,-4916.63
1,,17210,68900,ESTUDIO FORMULA BIOMASA EN EDIFICIOS PUB,,,0.0,6872.8,6872.8,6872.8,6872.8,,6872.8,0.0
1,,23110,62600,EQUIPOS INFORMATICOS Y OTROS SSB,,,0.0,0.0,1787.0,1787.0,1787.0,,1787.0,-1787.0
1,,23140,64000,DIAGNOSTICO TERCERA EDAD,,,0.0,10000.0,9680.0,0.0,0.0,,0.0,320.0
1,,23910,64000,DIAGNOSTICO Y PLAN DE DIVERSIDAD,,,5000.0,5000.0,0.0,0.0,0.0,,0.0,5000.0
1,,23990,63200,MEJORAS VARIAS EDIFICIO CAF,,,0.0,21643.42,23838.19,23838.19,2194.77,,2194.77,-2194.77
1,,24190,62700,PLAN ACCIONES PLAN ESTRATEGICO DESARROLL,,,500.0,500.0,0.0,0.0,0.0,,0.0,500.0
1,,24190,62900,DESARROLLO PLAN ESTRATEGICO LOCAL,,,17000.0,70250.0,33765.38,33765.38,31108.22,,31108.22,36484.62
1,,24190,62901,DESARROLLO PROY.ADECUACION AYUNT.VIEJO,,,0.0,7200.0,69.94,69.94,69.94,,69.94,7130.06
1,,31100,62400,COMPRA VEHICULO Y OTROS PROGRAMA CES,,,0.0,6500.0,6050.0,6050.0,6050.0,,6050.0,450.0
1,,32310,62200,NUEVA ESCUELA INFANTIL,,,500.0,1373853.0,1350500.0,1350500.0,0.0,,0.0,23353.0
1,,32310,62700,PROYECTO ESCUELA INFANTIL 0-3 AÑOS,,,0.0,56000.0,56000.0,56000.0,28000.0,,28000.0,0.0
1,,32310,62900,EQUIPAMIENTOS CENTROS 0-3,,,500.0,14500.0,26341.7,26341.7,26341.7,,26341.7,-11841.7
1,,32320,62200,CUBRICION FRONTON COLEGIO PUBLICO,,,500.0,500.0,0.0,0.0,0.0,,0.0,500.0
1,,32320,63200,INVERSIONES COLEGIOS PUBLICOS,,,500.0,13604.5,4989.68,4989.68,4989.68,,4989.68,8614.82
1,,32610,62900,COMPRA INSTRUMENTOS Y EQUIPOS TEC. ESC.,,,13000.0,13000.0,7608.32,7608.32,7608.32,,7608.32,5391.68
1,,32610,63200,INVERSION ESCUELA DE MUSICA,,,500.0,56000.0,56016.95,56016.95,4235.0,,4235.0,-16.95
1,,33210,62900,COMPRA LIBROS SARRIGUREN Y OLAZ,,,8000.0,8000.0,3033.34,3033.34,3033.34,,3033.34,4966.66
1,,33210,63200,REFORMAS VARIAS BIBLIOTECA,,,0.0,24222.84,24222.84,24222.84,24222.84,,24222.84,0.0
1,,33400,62200,NUEVA CASA CULTURA,,,2500.0,2180500.0,0.0,0.0,0.0,,0.0,2180500.0
1,,33400,62700,PROYECTO CASA CULTURA,,,0.0,225000.0,214120.39,214120.39,107060.2,,107060.2,10879.61
1,,33400,63200,DESARROLLO PUEBLO VIEJO CONVENIO NASUVIN,,,30000.0,50000.0,0.0,0.0,0.0,,0.0,50000.0
1,,33400,63201,ADECUACION PUEBLO VIEJO,,,500.0,30500.0,0.0,0.0,0.0,,0.0,30500.0
1,,33401,63200,REFORMA IGLESIA PUEBLO VIEJO SARRIGUREN,,,0.0,1663.21,15610.64,15610.64,15610.64,,15610.64,-13947.43
1,,33701,63700,DIAGNOSTICO JUVENTUD,,,15000.0,22737.45,22439.45,7919.45,7919.45,,7919.45,298.0
1,,33800,62900,MATERIAL TECNOLOGICO ACT.ESPARC.,,,3000.0,3000.0,0.0,0.0,0.0,,0.0,3000.0
1,,34100,62200,NUEVO POLIDEPORTIVO,,,500.0,1561484.0,60984.0,60984.0,0.0,,0.0,1500500.0
1,,34100,63200,ADECUACION CUBIERTA POLIDEP. CD SARRIGUR,,,0.0,310000.0,305276.92,0.0,0.0,,0.0,4723.08
1,,34100,63201,REFORMAS INSTALACIONES DEPORTIVAS,,,0.0,12000.0,14674.7,14674.7,10474.85,,10474.85,-7674.7
1,,34100,63300,SUSTITUCION CUBIERTA OLAZ,,,0.0,238870.0,199016.73,199016.73,187000.0,,187000.0,39853.27
1,,43300,63200,REFORMA VIVERO EMPRESAS,,,0.0,95000.0,94958.3,7033.95,0.0,,0.0,41.7
1,,44110,62900,INSTALACION PUNTOS RECARGA AUTOMOV ELECT,,,1000.0,36572.7,75111.51,66990.56,25580.63,,25580.63,-38538.81
1,,44120,62400,BICICLETAS ELECTRICAS CON BASES,,,80000.0,80000.0,0.0,0.0,0.0,,0.0,80000.0
1,,49100,61900,WIFI PUBLICA EQUIPAMIENTO EN VALLE,,,0.0,33000.0,29796.25,29796.25,29796.25,,29796.25,3203.75
1,,92000,62500,MOBILIARIO AYUNTAMIENTO,,,1800.0,1800.0,9080.97,9080.97,9080.97,,9080.97,-7280.97
1,,92000,62600,MODERNIZACION ADMINISTRACION,,,50000.0,83975.94,54196.2,54196.2,40918.87,,40918.87,29779.74
1,,92000,62700,RED NELS AUDITORIA ENERGETICA,,,0.0,7018.0,12463.0,12463.0,7018.0,,7018.0,-5445.0
1,,92000,62900,ACCIONES DE ACCESIBILIDAD UNIVERSAL,,,22000.0,32000.0,0.0,0.0,0.0,,0.0,32000.0
1,,92000,62901,CARGADORES PARA DISPOSITIVOS MOVILES,,,0.0,20000.0,36123.34,36123.34,0.0,,0.0,-16123.34
1,,92000,63200,REFORMAS CASA CONSISTORIAL,,,0.0,10576.61,12942.16,12942.16,12942.16,,12942.16,-2365.55
1,,92400,62900,PARTIDA PRESPUESTOS PARTICIPATIVOS,,,60000.0,117610.25,116441.59,56546.59,48994.9,,48994.9,1168.66
1,,92400,64100,INVERSION  AREA TRANSPARENCIA Y PARTICIP,,,30000.0,78410.5,42602.5,42602.5,26340.1,,26340.1,35808.0
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,6,INVERSIONES REALES.,,,,583400.0,8965043.91,4822008.24,4234370.02,2206445.44,,2200965.43,4138035.67
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,15220,78000,AYUDAS REHABILITACION EDIFICOS Y LOCALES,,,70000.0,70000.0,0.0,0.0,0.0,,0.0,70000.0
1,,17100,76900,TRANSF.MANC.COMARCA EXPROP RIO ARGA,,,14100.0,14100.0,14059.49,14059.49,14059.49,,14059.49,40.51
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,7,TRANSFERENCIAS DE CAPITAL.,,,,84100.0,84100.0,14059.49,14059.49,14059.49,,14059.49,70040.51
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,01100,91100,AMORTIZACION PRESTAMO IDAE,,,144000.0,144000.0,111838.58,111838.58,111838.58,,111838.58,32161.42
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,9,PASIVOS FINANCIEROS.,,,,144000.0,144000.0,111838.58,111838.58,111838.58,,111838.58,32161.42
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Orgánico ,,1,AYUNTAMIENTO,,,,12118300.0,20606618.91,14086089.01,13445162.39,10308192.58,,10109302.87,6511961.2
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,20606618.91,14086089.01,13445162.39,10308192.58,,10109302.87,6511961.2
T O T A L   P R E S U P U E S T O :,,,,,,,12118300.0,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Fecha de impresión ,,43424.0,0.440266203704,,,,,,,,,,,Página -1 de 1
